mz,rt,Exp1R_CRR_11_POS,Exp1R_CRR_12_POS,Exp1R_CRR_13_POS,Exp1R_CRR_14_POS,Exp1R_CRR_15_POS,Exp1R_HCC_11_POS,Exp1R_HCC_12_POS,Exp1R_HCC_13_POS,Exp1R_HCC_14_POS,Exp1R_HCC_15_POS,isotopes,adduct
#,#,CRR,CRR,CRR,CRR,CRR,HCC,HCC,HCC,HCC,HCC,#,#
107.0842639,190.4809829,312.4093202,425.2028881,234.4182899,417.5634476,230.7439717,283.0645884,190.5271371,195.2627944,246.5045512,272.3023156,,[M+H]+ 106.074
107.9674574,681.2867692,629.9856718,930.4085777,702.3367274,1186.339144,803.3999272,634.9413074,880.0991809,740.6348363,804.5775538,949.0842228,,
110.0164139,698.160579,2041.906943,2104.612634,2119.726946,2202.643781,2039.787309,2039.287916,2152.126136,2087.748035,2082.986487,2054.31403,,
110.0092836,19.1984463,1209.700894,1453.981098,1478.52258,1488.696818,1380.684307,1447.710742,1214.897291,1263.828852,1472.028833,1487.414339,,
111.0266964,694.9177755,7564.399589,7519.358065,7694.622481,7757.39667,7393.05172,7510.562893,7749.950131,7729.371624,7698.837201,8050.338838,,
112.0107406,696.4941298,3351.051373,3540.614743,3576.917969,3625.788174,3504.286474,3440.043603,3555.581257,3731.265217,3534.864867,3698.035333,,
112.8889025,22.36830724,123.5061314,118.8313261,93.29125452,132.5775203,927.552448,126.6213427,95.76407947,93.01170979,159.8565341,89.86826907,,[M+3H-C5H8O4]3+ 467.676
112.9768809,698.1676646,1424.513504,1444.59574,1489.817462,1502.855448,1457.026051,1478.622478,1506.079629,1600.786732,1452.252299,1639.742413,,[3M+H+K]2+ 61.9926 [3M+H+K]2+ 61.9926
113.9655454,701.9231432,10839.41244,11322.75331,11622.37884,11484.49642,11527.37832,11477.6213,11707.76423,11511.10993,11712.85558,11897.49234,,[M+H-CO]+ 140.952
114.0662365,25.53330966,759.6587269,1073.241544,967.3340921,884.3349754,6281.006315,873.3174854,615.1128507,688.0785958,1541.657923,871.4273842,[2][M]+,[M+H]+ 113.06
114.9712294,704.4980435,2245.504493,2395.410027,2363.795908,2382.451166,2350.435828,2405.061292,2422.15501,2389.126048,2391.251089,2474.937563,,
115.0754002,24.2452284,384.2947807,141.0284056,153.591682,116.8599921,679.0537795,115.8021696,88.16001723,92.90487,165.1531163,104.156002,[2][M+1]+,
115.966885,698.1461128,3284.948321,3469.656903,3476.578608,3530.775273,3402.222696,3408.598637,3613.307625,3643.493833,3630.603495,3773.491728,,[3M+2Na]2+ 61.9926 [3M+2Na]2+ 61.9926
116.0677831,25.53330966,4057.637211,2521.108925,2783.752148,2570.371216,5632.741428,2416.004177,1873.167277,1929.334794,4555.693726,2008.039176,[3][M]+,[M+K+HCOOH]+ 31.0948 [M+H+HCOOH]+ 69.0512
116.9717862,699.2881007,246.3954443,289.3390381,302.3063466,285.6452386,278.9678144,312.8026351,318.0713969,321.2088079,302.4637393,290.607626,,
117.0765321,24.88060411,411.576762,188.1666441,297.7573122,206.5657955,507.9208804,178.5181378,139.7766171,175.6321362,423.7710208,154.7287469,[3][M+1]+,
117.9464229,701.2515486,1968.023062,2012.760097,2088.132838,1989.192098,1914.863919,2032.720398,2046.227657,2101.492441,2030.73373,2111.332674,,[M+2Na]2+ 189.922
118.0864993,26.2157974,6645.859223,3806.223445,9867.452978,9185.972752,4124.328227,6157.826735,4093.532675,8107.077998,5905.289489,6102.100561,,[M+H+HCOOH]+ 71.0758 [M+H]+ 117.079
119.0609829,32.64776386,1139.053184,1117.754477,1980.180307,1497.628057,800.9698871,1301.650991,832.2246951,1491.330934,1361.99798,1123.152371,,[M+H-H20]+ 136.06
119.0849958,314.3856625,1163.519631,517.5777545,949.1743018,965.8381448,652.3120832,893.7104372,664.1911452,610.8002581,1357.596479,594.3440199,,
119.9596744,698.1511575,155.6176607,165.9648547,175.7732702,147.6579168,188.0221912,167.9831091,168.5252244,172.9621651,173.237121,188.8109733,,[M+2K]2+ 161.992 [M+2K]2+ 161.992
120.0811481,71.73647776,34466.87745,30930.24355,28719.61252,46617.83224,24847.52637,49994.26152,24588.90842,21824.57028,36828.81165,28103.54361,[4][M]+,
119.9985681,21.81654449,146.8336206,169.1315441,221.311799,209.5931521,129.5178028,212.104946,226.687623,164.9566845,222.9885157,128.3562132,,
121.0840284,71.7530585,2926.282185,2971.924592,2651.929204,5790.095472,2105.762325,5021.033717,2654.497972,2354.25449,4184.306591,2762.833377,[4][M+1]+,
121.8563003,71.33700028,339.3573516,213.058521,203.4849258,504.85447,255.2944875,374.4885213,274.4248997,171.5507454,334.9851095,245.4944545,,
122.016926,22.93137366,479.5764523,439.8480298,466.2427532,508.8699862,328.4736146,444.9488786,511.0622391,505.4626195,504.9107058,473.6704797,,
122.5420534,696.2100397,121.9506568,137.5418659,127.5562873,124.20052,141.5621708,118.907818,127.8554744,145.9043073,127.6023572,117.6032081,,[M+Na+HCOOH]+ 53.5414
123.044553,35.13733648,1601.704764,1859.077836,2782.200154,2026.337812,1461.665634,2192.896028,1242.577432,2061.502679,2268.243316,1735.636361,,
124.9571014,704.7849214,1076.77608,1163.686514,1076.614197,1062.6248,1019.040345,1094.66239,1108.268873,1092.941363,1114.47514,1155.465334,,[M+K]+ 85.9926 [M+K]+ 85.9926
125.990959,695.5692989,7772.039158,8312.806921,8082.96531,8306.613111,7824.115261,7714.072166,8294.452634,8276.852776,8150.376276,8572.909477,,
126.978241,699.929109,965.1520756,995.7146586,958.4890423,1037.889067,990.3351992,992.2424923,979.347424,986.3692708,1093.421633,1020.157294,,
128.0747378,184.1368065,376.4962788,324.1369931,492.1067094,372.6534567,365.1021238,373.040577,384.0269231,405.6419751,395.6594523,352.0327189,,[M+H]+ 127.061
127.9839932,698.1668761,389.5933344,436.7636833,416.851094,420.0222711,388.6852782,411.7443136,380.9196388,399.58188,463.66819,475.0049342,,
128.9519538,703.8448816,6150.943611,6398.443439,6611.860321,6368.857639,6260.369747,6564.204535,6708.053632,6791.328169,6814.97865,7289.536659,,
129.0580738,189.833157,259.6852175,381.9183978,183.0117412,337.9623471,206.8348494,156.2837774,147.913238,169.0297221,200.436962,221.2098741,,[M+Na]+ 106.074
129.0710213,27.30993477,317.1084481,376.0700366,303.5416362,502.8262365,577.3578903,260.9085359,350.8536359,217.8722367,579.5760555,195.8846174,,[M+Na+NH3]+ 89.0522
130.0595684,27.88294251,2339.362503,1940.348887,1872.703876,2505.497353,2495.790326,2023.643277,1869.394621,1885.09461,2879.621007,1573.147633,,
129.9881335,701.8899651,595.1972265,614.8942117,643.8720413,626.3376319,645.2562548,624.3916099,650.5594543,657.2806526,674.9103557,712.5061593,,[3M+2H]2+ 85.9926 [3M+2H]2+ 85.9926
130.9665162,701.8981135,1479.871636,1469.381833,1572.312955,1458.53635,1452.245594,1463.078629,1551.948448,1534.945939,1569.127583,1610.58073,,[M+2Na-H]+ 85.9926 [M+2Na-H]+ 85.9926
131.0466115,71.76380531,1147.328449,958.5560166,884.6796338,1531.274423,818.071877,1481.300158,854.7975992,753.1326673,1154.355028,1020.700485,,[M+H-H20]+ 148.049
131.0768871,26.86294497,177.2403789,156.3319485,142.4722867,172.1174672,241.1378906,139.3416185,146.493842,153.8406912,227.7267332,109.9488382,,
131.9556148,699.877042,865.4436658,923.7577803,944.0202672,919.3977689,883.9904335,918.8647075,877.2709553,918.7735368,922.0141975,878.5142023,,
132.0986639,43.61059467,5202.770413,5621.526886,5456.556189,4883.849123,5347.67485,8051.456042,7392.879903,4810.253231,4307.810283,5486.263226,,[M+K+HCOOH]+ 47.1318 [M+Na+HCOOH]+ 63.1057 [M+H+HCOOH]+ 85.0879
133.0452291,32.09488304,2392.13172,2219.422,2977.984009,2648.347333,2024.695243,3674.782078,2033.748263,2208.67473,3550.015116,1878.566284,,[M+H-C3H2O3]+ 218.031
133.933873,696.2022897,799.1687368,842.6945228,854.9961367,833.0855552,799.6739246,809.2369222,870.1155773,834.2827115,846.0829911,843.4105428,,[M+3H]3+ 398.772
134.0960845,152.4038701,3011.982056,3155.50832,2886.31458,3058.856939,3003.223596,2218.870073,2593.466276,2867.835875,2525.788707,2440.653732,,[M+H-COCH2]+ 175.109
134.0917806,24.89182326,649.1803109,570.3930011,571.1534507,651.0802505,590.6545592,601.0414197,558.8885569,534.1983532,681.0291346,546.6447097,,
135.0241788,26.54038645,339.637134,327.8704344,335.7044196,251.0193089,252.0334044,321.4116363,312.1241557,323.1502811,335.8552861,339.605514,,
135.0806282,191.1221886,649.1498519,946.3253428,462.2554527,863.592756,437.6016966,504.0872756,320.6524923,357.3027744,542.1353215,567.4683171,,[M+2H-CH2]2+ 282.166
135.9413059,696.8834421,608.2016021,633.8056402,604.3607913,630.5377182,562.1694531,591.2103811,629.2176434,600.0235952,583.2578348,605.6932145,,[M+H-NH3]+ 151.964
136.0751475,35.14017022,4563.506132,5285.898409,7739.009838,5558.507142,3647.400367,5994.614415,3491.78455,5616.13738,6335.306178,4508.469479,,
137.0640199,32.06523887,735.7420496,958.6681373,1588.934549,1897.213236,562.9100146,1774.923573,1247.703947,898.2543614,1097.156613,1084.164473,,[M+H]+ 136.06
137.0399444,63.4273555,369.5934572,286.1140518,361.8830201,403.2431855,211.2015419,272.7864862,398.4313513,425.9762747,264.7201309,253.0891945,,
137.108912,123.6951184,483.6873999,469.8212951,489.2048859,510.1648384,478.1458492,463.0425266,477.9936975,490.0438874,558.2702908,519.6884633,,
137.9734013,699.9452153,412.5535586,388.7785943,420.1273054,455.0399419,400.6199247,434.0859197,432.8154204,407.1473628,414.6520067,439.4690694,,[M+H-NH3]+ 153.982
138.0358481,22.92952749,377.1997262,456.5728232,482.1970782,573.9442548,237.5219536,498.0899394,420.1286517,431.346837,415.8949919,470.4454035,,[M+K+NaCOOH]+ 31.0948 [M+Na+HCOOH]+ 69.0512
138.9784918,696.8623707,484.6258676,514.2665835,443.0028684,463.0670556,458.6005724,425.4268584,472.0481489,492.1171109,445.0668614,527.1804184,,
138.9331166,24.88014137,447.9082103,433.2119274,487.8338164,511.8051325,288.678104,517.2070691,443.1607788,481.3192153,432.3547672,485.2089822,,[2M+Na]+ 57.9613
139.993391,695.2091963,2897.422824,2865.339947,3133.000334,2965.531846,2920.036061,2946.503357,3061.388165,3114.073388,3102.158245,3411.130067,,
140.0685214,22.92672047,565.8035025,280.3118646,1217.344616,1020.129516,299.6685841,508.5561948,206.0195234,606.6279409,624.0243623,479.7161248,,[M+Na+HCOOH]+ 71.0758 [M+Na]+ 117.079
140.9023205,24.23049262,234.6891464,243.9289673,279.5349491,272.2064907,70.85563494,287.3210347,256.1729282,278.3358752,240.0182481,273.1030377,,[M+2Na+K-H]2+ 197.866 [M+3H-C2H4]3+ 447.705
141.0315221,693.0001797,2884.852387,2842.871092,2867.481369,2855.123271,2797.039144,2853.465441,2940.693582,2828.021517,2853.373346,3131.218408,,[M+H+NH3]+ 122.997 [M+H+NH3]+ 122.997
141.9618945,702.5350843,6694.364083,6869.378017,6894.368582,7076.995791,6743.21558,6900.644472,7027.208972,7002.16476,7133.506375,7084.693658,,[M+H]+ 140.952
142.2092358,278.3941333,70.90387492,65.95447771,80.68873217,82.42140079,63.9337912,72.2623087,89.46310677,77.61558039,78.38434143,68.9367333,,[M+H]+ 141.2
142.9363674,28.03306178,246.9814595,410.6505255,384.6402879,386.7261322,170.1826479,328.2936342,372.755203,233.1772119,435.764001,318.4895653,,
142.9772829,698.1814708,2220.86092,2212.675619,2184.966871,2168.816127,2037.804602,2095.056743,2225.825785,2137.211072,2133.811768,2287.356825,,
143.9602549,694.896012,4664.805596,4634.864301,4738.135136,4352.836526,4192.219732,4450.386706,4626.804108,4547.783431,4465.097844,4860.786839,,
144.1005893,25.5527274,7716.45497,3211.29219,10065.46378,5552.218878,4449.0468,1280.10578,4181.723635,4096.469537,11373.89824,6148.851138,,[M+H-CH4]+ 159.117
145.0834271,27.5328596,1077.174476,613.6520163,1415.214767,1050.542586,471.1909726,227.6428623,491.0333848,489.6198996,1853.951533,637.7518808,,
145.9338535,705.1476421,11662.98551,11453.31863,11521.99973,11428.31209,10763.87139,11393.81807,11417.21647,11131.14525,11041.90326,11130.19994,,
146.0601623,125.0057125,1472.876796,1471.493638,989.6707747,1039.176969,916.3485688,1347.475876,1404.623523,1245.138293,1617.537166,1976.404597,,
146.1071415,26.22869912,158.0390927,219.1553656,173.0031902,220.2553511,103.0417044,231.3965318,262.9354248,280.0677161,426.8867366,204.5150337,,[M+H-CH2]+ 159.117
146.9300429,707.069355,536.4883223,493.2596944,571.7114592,551.279231,453.9059514,502.3181726,572.4528477,516.1700548,482.3101984,515.2197341,,
147.0514341,34.42516923,1435.115435,1497.968298,2038.045435,1549.938972,1254.592846,1528.921834,983.1077368,1460.276281,1851.899372,1219.402332,,
147.0853705,124.3313163,279.9906397,284.103912,266.8333877,268.6034669,250.1308713,285.3560942,282.4854794,288.6890013,334.868341,343.4615241,,
148.1042267,123.7036923,779.561249,801.9820006,838.6610479,816.0534161,788.996987,716.0104576,803.8259824,815.7204305,931.4448819,866.9454676,,[M+H-CO2]+ 191.089
148.91795,21.80631642,126.437013,126.9205399,134.0422184,133.9883668,71.08094398,147.7216324,127.8885671,131.4873945,133.5142075,141.6403724,,[M+3H-C6H10O5]3+ 605.796
149.0544716,71.24069301,1426.217952,1275.234619,1195.256704,1923.836049,864.1636752,1966.204178,878.7536129,810.2656419,1486.837816,1264.830999,,[M+H]+ 148.049
149.0693878,123.7036923,1543.849814,1578.430443,1715.692623,1697.845834,1651.435595,1573.130324,1655.713236,1605.984797,1829.850698,1668.540027,,[M+K]+ 110.102 [M+H]+ 148.06
150.0845568,123.7036923,5172.653113,5197.722341,5551.150178,5515.390565,5346.698024,5086.213964,5401.674968,5472.196621,6077.988129,5749.807086,,[M+H-COCH2]+ 191.089
150.05379,30.75580326,1339.763038,1396.645044,2015.208563,1784.470619,1218.783498,2452.602769,1102.735772,1390.234416,2545.843598,1068.654895,,[M+K]+ 111.096 [M+Na]+ 127.066
151.0199883,694.2478567,235.4692521,202.4861968,215.5459041,224.2021722,230.0165978,188.8919586,223.5910235,242.2036741,215.3193789,211.4251233,,[M+K]+ 112.057
151.0325853,21.80698977,437.3567776,451.5874939,399.4328711,511.639821,360.769249,440.293671,378.1112895,389.5335226,567.4680259,343.0535852,,
151.0917403,123.7036923,2978.803828,3183.480446,3150.902484,3794.29398,3123.351448,3120.745063,3213.19846,3240.329246,3592.728141,3259.974868,,
152.0236524,26.78887744,395.7188286,363.784853,342.2523813,425.0407421,396.7831747,369.8467982,388.6784748,294.3328301,472.3618257,346.8453648,,[M+K]+ 113.06
153.0253096,29.32414651,169.7944196,182.2939805,932.6493914,566.2706655,180.3421789,171.0252634,275.0022438,169.6033317,1110.142853,195.0596281,,
153.9708874,697.7993959,155.42624,155.8454953,124.1241228,131.2715763,148.1550761,131.3931661,160.939987,152.5369422,149.4452101,138.4827758,,[M+K+NaCOOH]+ 47.022
154.9857576,700.5333375,916.1086612,889.3228206,959.3523209,883.73707,949.9123757,913.2544658,911.8996697,964.1743103,992.4925506,1031.569009,,[M+H]+ 153.982
155.102012,169.3090937,740.9039941,973.928488,195.8203078,2289.916107,158.0280526,2111.916382,196.9401358,179.5735464,651.951737,231.1502291,,[2M+Na]+ 66.0489 [M+H]+ 154.096
155.9791165,701.8837816,224.6214644,228.6508573,243.4937952,236.3420794,231.1435059,233.9761367,245.140214,239.977282,240.1673224,234.2416623,,
156.0707198,24.47064966,438.6818363,399.3193926,352.6540603,352.8040521,378.6676978,342.788836,280.1640282,308.1609061,498.336127,211.4529182,,
156.975086,701.2606342,1365.242181,1421.872515,1371.871123,1367.450269,1311.171529,1354.541029,1429.131551,1391.690265,1432.957334,1451.137036,,
158.0936338,35.74395814,167.760832,144.3770748,169.1230518,130.6205013,739.1676903,121.4083998,116.2361817,128.5852684,255.5223178,131.7260875,,
158.9624556,703.8448816,15150.72473,15451.72897,15607.80533,15709.45539,14689.19756,15495.58873,15542.12867,15535.0422,16028.44021,15981.99638,[5][M]+,[M+H-CO]+ 185.951
159.0787769,26.19805407,224.7445119,190.1476858,205.8606483,191.9923623,315.2311473,219.7015053,207.5837122,94.99316828,231.4850575,174.6444437,,
159.0846515,232.1562323,193.8343697,226.1854996,139.3551562,310.3600235,130.6796242,110.0904708,204.2694592,156.5810449,185.2701039,120.0331635,,[M+H]+ 158.074
159.0919287,152.7010784,656.3575367,652.3660047,558.2487912,609.9078995,623.6871787,468.9133689,531.9629861,614.5244248,501.3349883,522.8077983,,[M+K]+ 120.129 [M+Na]+ 136.103 [M+H]+ 158.085 [M+H-NH3]+ 175.109
159.9642069,704.4980435,1418.101725,1442.745428,1496.851308,1475.312962,1372.886204,1434.950946,1501.112445,1473.392379,1520.799624,1510.682331,[5][M+1]+,
160.1236372,27.49464896,240.8793406,168.6307016,282.1738245,559.7059908,14350.9326,151.2378602,130.2818959,307.8293429,762.8418267,149.8940193,,
160.2075234,279.049953,137.1623226,107.0556179,154.0365583,151.0358966,109.5763133,132.2635482,154.8010742,130.9412558,143.3084904,141.0435023,,
160.9619371,702.5356285,621.2711045,604.160983,642.2862247,572.4320844,579.9530248,627.4072208,659.4531299,609.4138698,626.688123,686.9970919,[5][M+2]+,
161.0099383,36.44009116,448.4422998,461.3848871,460.2552421,468.6984257,1318.73705,488.4471394,459.8228206,483.6040369,537.0698141,456.9700247,,[M+Na+K]2+ 260.067
161.9623037,698.160579,236.8255292,242.1655743,210.1834333,208.7099944,198.0567861,241.9422868,225.9910483,234.6457502,225.2052686,211.8250914,,[M+K]+ 122.997 [M+K]+ 122.997
162.1117598,24.88687155,2704.910344,3803.172802,1247.17089,4116.074555,589.0087383,2888.549484,3487.160696,3129.078645,5990.459499,2395.509653,,
163.1153065,123.6966824,964.3986617,900.0747761,943.8285957,1021.789865,927.4554859,918.5459402,955.7742903,944.1499486,1100.93417,956.8096445,,
163.943947,707.0544932,798.019846,761.1668378,751.1062406,719.8722722,680.9913439,739.4982612,762.2419853,703.4236547,715.6551931,669.0885393,,
