mz,rt,Exp1F_CRR_1_POS,Exp1F_CRR_10_POS,Exp1F_CRR_2_POS,Exp1F_CRR_3_POS,Exp1F_CRR_4_POS,Exp1F_CRR_5_POS,Exp1F_CRR_6_POS,Exp1F_CRR_7_POS,Exp1F_CRR_8_POS,Exp1F_CRR_9_POS,Exp1F_HCC_1_POS,Exp1F_HCC_10_POS,Exp1F_HCC_2_POS,Exp1F_HCC_3_POS,Exp1F_HCC_4_POS,Exp1F_HCC_5_POS,Exp1F_HCC_6_POS,Exp1F_HCC_7_POS,Exp1F_HCC_8_POS,Exp1F_HCC_9_POS,isotopes,adduct
#,#,CRR,CRR,CRR,CRR,CRR,CRR,CRR,CRR,CRR,CRR,HCC,HCC,HCC,HCC,HCC,HCC,HCC,HCC,HCC,HCC,#,#
254.8278006,27.48357092,875.4535516,769.4291591,594.9330759,780.0153898,689.3422925,425.2146784,700.4685191,904.2893638,836.4249774,790.109704,777.1650658,852.5869197,761.9034631,759.2692894,714.7103545,889.4831318,846.5856066,803.0595799,904.780259,812.3100038,,[M+H]+ 253.821 [M+3H]3+ 761.456
255.0083464,696.7395121,228.0705482,165.9244484,168.649437,199.8803295,194.759788,159.5270691,183.4403552,197.6979272,197.932268,181.0983953,201.7027277,189.8715223,194.2871734,217.0867058,191.7579186,175.4729532,189.9507101,196.4160232,170.6705424,199.2855718,,[3M+2K]2+ 144.027
255.1579695,291.2129631,335.2159444,276.1995862,331.9609997,228.5396967,346.7215524,252.1305538,239.4545117,298.1107018,235.538061,241.0086106,268.5303139,265.2003485,231.2035779,256.6114819,239.5659139,267.2162611,203.1651773,299.5426473,273.1240647,283.7642449,,[M+K]+ 216.196
255.9616143,26.1334042,110.3259733,108.1984921,115.6710179,103.8315069,134.8198662,109.3861885,113.2757764,112.4560258,117.9321012,154.2342765,109.450227,131.793,114.1838424,111.9562025,98.6467804,109.4739997,120.5102817,114.7544574,102.7790265,144.0556219,,
255.8807833,699.8283157,129.5612402,119.7779321,108.7378676,103.384583,116.6765844,139.5493602,113.1212851,132.622235,112.3970061,112.715008,126.1799344,112.5789879,137.196194,125.3552584,113.0626242,118.7591754,131.5137014,109.9606279,117.3610938,110.4316817,,[M+H-H20]+ 272.884
256.2636473,423.6122121,993.4899628,968.0261895,800.4139679,632.7814933,674.1518369,1474.406624,797.1881436,887.9175622,801.2735131,1666.663361,594.6133768,710.7534871,816.0961385,1067.516339,2455.260188,736.9017354,821.5899004,714.66838,951.8568584,957.2306312,,
256.8252311,27.50752221,1177.055095,1012.41821,772.8958591,972.4918223,917.2991743,534.2383949,906.5862314,1148.191935,1094.963809,1089.308951,1026.786965,1071.000421,938.4534148,1011.294256,941.1163872,1078.022601,1124.819694,1110.941943,1162.048265,1016.807631,,
256.9117306,701.2783649,169.5733822,101.6623004,119.2891251,133.6494359,130.5377583,99.73964279,121.6706978,120.7792449,127.4058743,122.96584,138.0601376,124.1601489,164.2948979,136.5760639,121.9220642,115.0423234,120.1476552,127.115775,116.9991532,124.1696621,,
257.0872182,245.6053082,203.5162193,151.294734,232.118728,231.3144433,221.4886425,218.3589755,209.0098913,219.3486539,227.0360279,240.0048742,153.4073501,173.9639927,197.8435861,111.4130845,177.8354804,169.9986515,183.390366,174.4026073,170.7583573,179.7779771,,[3M+H+K]2+ 158.074
257.2527223,427.5335822,363.4020855,418.2196102,266.7827255,268.8039094,267.3077923,394.2062962,281.050798,294.2378019,271.3289625,457.9048041,198.4076037,257.49697,195.8948425,382.5103566,725.4840875,287.2629841,255.515484,255.435635,372.261494,372.3987731,,
257.8831037,699.8283157,68.67793897,75.71491518,81.21106359,86.80902807,106.4873346,68.20388504,81.40765837,77.64760399,83.96874023,84.9841917,86.14215984,77.02246627,98.8908164,73.75220558,86.46378201,79.16939969,74.58448313,99.06240147,81.93706763,68.42496357,,[M+H]+ 256.878
258.0089593,25.68576808,334.2849889,266.6465694,311.6658408,260.6264265,336.4940197,290.2518592,231.9927099,310.7018172,294.4687764,275.6337294,305.4085289,294.782007,232.9631593,270.8578804,262.1507889,340.6705637,265.3437938,316.591304,268.717401,266.6041248,,[M+Na]+ 235.02
258.8343856,27.55699398,653.1620417,566.2259631,466.2206683,521.461698,506.4946957,353.6095537,506.7308589,635.6573893,614.2371118,603.5731879,576.3492707,573.1179524,471.6762919,569.9819668,528.5908447,629.3061951,606.4810779,604.6536828,655.3031186,548.537054,,
258.8851119,705.6102753,529.4677531,391.8050751,520.2518658,482.7445706,483.2536729,482.5044583,421.7406843,421.9076568,391.9636086,404.9485716,541.595051,373.1299351,522.5270068,514.1145674,475.4910292,468.9885645,419.6327213,417.7025016,397.9006045,399.1225408,,[2M+2K-H]+ 90.9781
259.8905017,702.9345353,165.0976852,103.0528253,145.873794,145.202229,125.0077986,119.3705421,123.6095801,119.7461217,131.3000051,111.7590661,133.0227164,106.544338,151.7868039,127.3895193,129.036712,123.3044389,107.0111048,108.2884606,123.3370815,112.2640949,,
260.1378364,156.9853225,255.3823122,192.4865104,251.8359448,455.7664698,428.1429098,303.8424429,218.7437594,183.2414175,175.1820209,58.51441273,55.45296648,248.1538692,53.24675723,165.9301497,145.4772246,176.7263244,289.8179212,220.6818643,179.5578389,172.7241301,,
260.1375465,696.3983297,148.5349348,130.9963019,169.6089524,192.3393648,128.6718781,142.6690378,143.5788327,191.3725809,141.7833625,124.2152334,127.1261045,219.9360165,144.5149446,145.0889342,164.8340708,194.4980901,141.0237949,158.7287104,204.4425022,136.2182524,,
260.8872928,703.8575655,164.0032841,175.5380814,161.68926,170.0048725,170.4195987,177.4389501,159.2038824,148.6816066,146.6507541,156.416371,163.2099308,142.8474288,185.4108171,151.0902063,169.0141968,150.0467634,159.9016099,160.8001146,142.9718613,157.7101821,,
261.0046926,29.03886434,260.5197308,360.7672665,607.53473,555.6307848,246.4287117,1246.510655,265.035728,311.9253711,215.8128876,205.5265159,386.0945575,158.6211788,456.6272094,281.8143106,530.4947471,189.2513982,361.08033,286.5679354,197.1724995,168.623618,,
261.1317411,138.6431368,1044.256088,825.2675957,1853.412019,755.3924407,1778.741838,1571.864913,1167.360717,1882.126927,1443.652967,2087.654169,1668.715159,1711.494256,1625.50133,1238.802465,1326.793292,1730.608918,1869.469045,1333.709845,1615.86786,2041.408184,[14][M]+,[M+Na]+ 238.142
261.8819224,700.1561845,138.7652361,104.747648,131.0316195,124.0194366,144.3876304,122.5370795,107.7989591,107.1290774,116.8254883,116.0184484,151.6807876,106.1935011,128.982783,118.0015181,133.1224648,108.0358838,112.1847885,120.4165402,103.4906493,110.9975404,,[M+H]+ 260.872
262.0849349,37.00688323,104.8102651,124.2508508,214.9121179,222.3958909,155.949405,280.051713,105.0166716,100.2981382,200.800341,128.7832539,260.1856693,102.2934694,264.3743742,165.3764277,137.9201133,177.679627,201.1605124,126.7894861,129.0912925,111.5468742,,
262.1271583,138.4648498,144.0416397,124.2583569,264.8293643,118.4606748,4819.268655,213.7464108,177.4562512,277.6841907,192.1931002,300.1218447,218.1713365,262.0947943,230.8430771,182.5150839,184.775976,227.3727413,262.1167531,199.5859214,237.1232456,289.5509397,[14][M+1]+,
262.862651,706.9903752,436.0769547,390.7779514,448.1366631,457.9442375,432.8029086,424.9951617,468.6828046,436.0465831,408.6935905,420.56732,461.4654233,409.726269,451.7180964,410.1082864,434.3032276,402.3416948,395.4103401,418.8138859,430.0559891,415.2526071,,[M+2K-H]+ 185.951
262.9924662,29.38175435,248.5571545,338.6194478,340.561495,344.7672762,252.7559115,602.0269517,249.9103595,268.5261104,310.1924141,244.4211815,289.8092256,224.8923025,327.5025509,274.7756143,366.7513059,212.6823175,265.4167233,256.4340659,196.1927962,235.6106112,,[M+K]+ 224.025
263.8748858,704.259518,270.3651149,195.8373511,274.1745707,248.5112735,278.6521107,262.1675248,211.0438417,226.5064974,214.0750116,215.6086887,296.746509,190.2791352,277.7515387,242.9789308,230.8177896,223.1963055,223.5453907,194.2326112,192.7951746,199.458287,,
263.9761678,28.68279406,95.97556553,98.00418537,142.809432,116.6848099,148.2412278,137.1824797,119.1065959,143.1926912,151.0451436,90.01433851,115.3923266,127.5742546,107.9639105,108.1497728,114.5715176,110.9066587,91.86450542,101.9357379,107.6708636,136.5912622,,[M+H-NH3]+ 279.995 [M+H-NH3]+ 279.995
264.268331,446.9754549,350.5121428,394.2741686,353.3746759,526.9216395,520.5774929,317.886562,555.0532689,270.8134109,497.0123416,734.567613,861.8100602,370.6507593,441.636118,674.8472018,514.8311672,608.3750265,330.8244512,555.9617366,377.7058313,637.9849831,,
264.8926365,27.30359203,291.095597,252.214969,259.9245225,296.7074624,289.8659234,227.6488166,242.7828382,298.6670947,282.5930759,264.7164717,321.7417819,287.3681708,297.7771265,321.4437271,258.8851579,258.2324805,267.4488357,265.5219216,296.7844613,254.1892447,,[M+Na+K]2+ 467.835
265.2546862,431.0173289,476.2925811,805.1615553,487.2419444,509.9636809,579.6012682,794.9067396,575.5440636,466.3974244,582.7844109,1062.354259,486.9002642,448.2347645,493.7941474,557.6617476,632.7580827,543.8377788,446.8347106,547.7077094,548.3796736,575.92143,,
265.8796944,701.9682107,142.1808148,167.2749342,142.3369054,163.8783115,138.3325512,148.578515,147.0865825,157.5517574,153.6083959,133.7535665,179.2251034,146.3145041,165.3320347,153.8217908,155.2090863,153.4528163,156.6235337,153.1398991,129.950077,128.7953123,,[M+H]+ 264.869
266.6325195,351.7431281,70.25696174,65.85804032,69.14489914,19.64550201,66.74865528,53.88424034,33.17447482,42.57205211,34.32910886,119.6593979,27.36496894,40.85492475,45.2398271,61.33597205,50.62971818,54.85052565,39.1948878,81.47614217,83.95284084,23.32185352,,[M+K]+ 227.673
267.0541817,33.59411805,279.8211737,335.9349738,334.4957187,381.981671,584.684157,363.815164,332.6048412,350.4715415,409.4217832,258.0491088,320.4768447,257.3211287,377.3769875,396.9956338,273.9700298,255.5827237,342.2193542,249.8143341,286.9238992,399.0077212,,
267.2663849,455.9437717,828.0986209,920.1450356,834.0443975,845.5905514,787.8598988,770.4835554,634.9266146,881.9236512,667.5299768,781.1305419,598.6228524,848.1840423,757.4265901,1059.024681,1221.049254,987.8961781,719.0363808,833.8818184,1238.530664,971.266246,[15][M]+,
267.6444993,375.5846896,939.9111043,698.0757024,710.0860465,536.7521864,491.660245,886.3358885,230.9094289,1036.103262,785.4532422,1347.799159,631.9338433,759.9068164,662.7861984,1048.490494,544.1008241,1326.77225,459.0567388,960.4380944,1221.021915,258.8401521,[16][M]+,
268.0067144,196.146568,100.7112064,110.7494633,99.77748562,112.5533463,99.91743659,96.64606749,99.33245224,103.0197925,101.5446111,101.0230991,98.60964475,156.5772657,97.87057641,121.8020699,105.0572676,106.3698612,109.5316361,134.9240042,109.1109637,103.9375102,,
268.2609277,456.1157957,225.9209869,237.1648627,217.1421222,263.3218667,227.1299252,241.5416206,202.0486712,266.4965567,220.3156563,233.6883437,165.0221149,250.3439221,233.7651289,249.9330096,313.6929498,253.1255172,212.9148574,236.5275253,320.4208847,275.2133598,[15][M+1]+,
268.6428657,375.8769502,82.65220309,69.87630753,66.88978431,45.18836908,45.17049156,79.53528247,28.20365837,114.8821074,70.9477497,123.3985117,58.37911905,56.67175316,57.29211252,95.90281352,52.63543288,110.1539242,47.26050128,96.09679609,100.1942297,35.03539164,[16][M+1]+,
268.9489905,31.39988989,201.1138169,199.8382143,167.2643607,179.3408596,256.4854738,181.445322,191.8656718,227.3323613,204.9172531,174.8565765,168.8819166,173.7542784,187.606879,187.032465,210.8848203,202.5035943,182.9570833,169.7974519,166.6497481,209.8728981,,
269.1011916,414.9173948,1870.091199,1922.495095,1832.949546,1789.001976,1843.028202,1799.410634,1910.864874,1955.966773,1907.956791,1817.908532,1692.939872,1883.39071,1786.902655,1688.30435,1862.664746,1934.473961,1856.993869,1900.577172,1923.792593,1981.483999,[17][M]+,
269.9740336,28.02838509,68.83095465,85.14408354,81.19692162,73.76485458,83.20733534,76.07228842,86.29745405,56.41640381,59.95646754,85.49048011,98.21026554,63.84028877,93.98666464,103.6052948,71.39340216,83.20365642,95.25906193,71.96991506,99.36474929,105.6377711,,[3M+H+Na]2+ 171.992 [3M+H+Na]2+ 171.992
270.1067847,415.0791472,406.3074671,420.3289724,388.6182581,382.1885811,381.1162145,356.4540392,436.8857769,388.9073341,385.9423586,356.4848855,377.2257821,411.0036471,361.3490882,384.1610378,400.8859149,406.8757085,375.7944666,423.3005389,402.0846749,405.8711598,[17][M+1]+,
270.9835901,32.05232725,252.2785278,214.1169731,303.8492404,304.2509641,237.8606288,314.0001061,209.2341043,257.3172098,265.2431866,212.6795268,271.5996403,192.2082653,231.4336756,284.9159195,249.2949621,208.1883724,216.0974809,220.4329258,247.9655278,193.3228323,,
271.1874377,288.2187873,229.1187486,523.9693451,321.9967867,364.6156796,577.7125746,286.684712,423.4173975,380.4377271,199.1519835,247.8114623,276.6214688,339.6473707,271.2854431,168.9946527,353.5242176,288.6262179,174.2651595,196.2047541,258.5591315,398.2723599,,
271.8800511,699.4614342,127.1721397,116.668885,146.9042493,125.8947481,151.5510542,136.8267557,118.2458583,119.2309646,111.0016103,117.8528335,149.7551695,111.352714,144.0272893,141.806462,131.6592868,117.0650346,136.5771308,126.2134131,113.4750971,113.5485512,,[M+H]+ 270.875
271.9661241,30.10626313,164.2041972,182.4946077,160.5706368,185.7613869,148.3860686,129.8378936,98.57708067,167.8719233,181.4050412,149.0135472,269.1186221,252.9213377,133.1921584,137.4620213,169.8161845,205.510738,143.465032,234.8432931,288.097334,165.5373551,,
272.2946164,356.8496003,134.4102505,196.9341595,152.2307903,110.4920903,135.7528404,135.0825989,138.0178377,134.3158347,118.1724854,171.5820737,93.68472793,123.5530629,146.7375389,128.1865647,141.0668378,131.0189954,93.51067804,112.5112075,134.2555538,157.3093408,,
272.8896282,25.0143675,345.9365518,419.7737891,312.2582708,460.4128652,359.2252044,390.6362357,472.4624303,447.748434,404.0872362,417.5683711,401.9974192,389.5873608,475.259174,424.5108424,390.7820255,430.6079599,424.8010444,407.5968454,402.5764105,471.5465943,,
272.888808,701.4469287,144.5145391,126.648815,152.4863593,114.7393457,152.4944102,120.9417721,132.9425845,108.297386,115.7577688,133.3429837,142.4498599,114.2417268,141.0730405,124.7465628,114.0839955,114.4653178,134.6718332,110.4875277,113.2060057,137.9375414,,
273.8852337,699.2487103,186.8516967,151.6427622,178.4091476,148.580618,152.9938118,174.0936754,176.8401352,145.0419748,148.3515657,168.3644692,154.4323447,157.4830964,155.3320665,164.1118545,147.8215806,145.1537594,164.0218776,148.0652107,138.521651,164.0673881,,[M+H]+ 272.884
273.9827006,26.69553451,224.5317263,180.1936621,191.3895817,213.5586702,224.7620609,191.9595756,192.5206413,226.6129072,230.0956338,231.802913,232.3287529,228.7909983,165.7257304,212.1595004,184.9566014,249.8821837,202.1262172,230.4608964,253.4727432,198.2002335,,[M+K]+ 235.02
274.9283135,28.6506678,198.0774964,284.5848839,260.7196677,312.9622685,331.8533747,287.1762095,252.5941326,282.8508023,277.7032723,274.987699,271.3140649,226.308132,294.2221799,290.7233797,292.6841206,285.4421948,303.9346578,290.5359302,301.1246637,277.2606747,,[M+2H-H20]2+ 565.844
275.1114077,138.9428802,237.6683428,83.14444959,478.3669039,132.6585627,308.2062324,315.4792229,256.597455,509.7205001,295.9732708,576.2921392,302.7973272,401.5269311,421.1633682,284.7807594,315.2289875,398.3972897,549.5493054,276.8560134,388.0203101,569.5812082,,[M+K]+ 236.143
275.8856547,704.9420626,289.9893505,259.95843,311.1943386,282.9521849,279.7558065,281.4331212,284.2556089,272.3926674,275.6711015,259.2828275,291.3330075,262.8475863,273.6457381,281.1255968,275.9229032,287.7125574,285.1253912,267.780682,304.3639357,254.3678301,,
276.1337848,52.91086486,89.72523786,106.6298699,255.2415393,181.1997533,201.4665037,207.8638761,67.55891183,59.86164436,204.4413916,101.8506835,235.6561838,132.6282974,162.8916825,127.2251319,109.9094589,108.4226531,134.4644021,119.6748816,141.9806491,110.2758685,,
276.6298844,375.7351729,211.8918672,164.0081491,176.219931,133.7908085,126.2820733,202.0839995,49.59868635,236.1041872,168.66623,282.0828496,134.9095232,174.8740252,151.0476291,219.2416244,122.973644,280.9014789,105.5202836,236.1221245,276.9462196,45.16897593,,
276.9197442,27.01216853,127.6555317,106.2166488,113.4901303,116.5769033,119.7663874,138.4114002,108.086412,98.06496267,119.0521249,116.3222398,116.9872122,118.7157536,119.9210068,112.1748885,124.2112731,122.5022945,112.107438,115.0303769,120.966575,139.2132552,,[M+2H-CH2]2+ 565.844
276.8801165,704.9058887,109.9579906,83.90043293,106.4126784,82.10180616,79.93231328,78.77819451,76.67474239,79.34666655,64.1131753,72.52488625,86.52384006,93.6595622,98.59386095,88.99741005,95.20060601,88.7580253,76.58846859,80.42377495,74.56552398,73.06975997,,
277.0289536,165.5055901,18.26772496,14.94208182,12.65066736,169.0678338,143.1586554,109.3936702,86.09085264,332.3731313,22.1896629,11.68090415,22.44530919,21.4232529,112.6105568,127.0040052,20.19575832,19.31877223,15.25131668,15.91064901,16.52310495,122.1447058,,[M+K]+ 238.062 [2M+2Na+K]3+ 373.06
277.6226875,375.7742762,97.4136906,69.72358919,86.6864472,67.13991889,60.96106079,80.75471045,31.46254061,104.0794489,94.5870046,141.1234007,67.54019689,94.10031032,78.9884566,111.9828001,54.90078091,139.0753514,55.03717276,105.0201378,136.0803802,31.44668713,,
278.8790443,25.74765189,71.33803536,63.2554031,72.78797026,88.17519756,86.81135362,190.0078341,77.92536435,54.9993448,55.61212535,77.84146936,70.04778451,68.2272144,80.13174269,74.19909777,101.7918574,68.55803712,70.21588381,61.82655694,61.78996013,77.95741855,,
279.0428928,244.4316393,568.5896748,344.8088015,599.0597412,574.6001048,622.837689,705.586616,692.5563421,642.3916829,682.9929637,881.4455939,507.0123823,379.4926768,507.903057,332.6939144,572.4271715,525.0403596,722.3584009,551.6522585,582.5349773,571.6005169,,
279.1690585,177.7914844,140.813695,210.6536981,161.066886,65.6008661,152.5969402,122.1223537,63.79993086,128.7380841,189.7464387,268.8081094,127.727871,154.532382,109.2370063,106.7616227,86.30443405,491.4130951,107.296936,464.5898629,689.1187461,63.53338135,,
279.6439802,362.8645797,619.2589392,666.7502279,416.7091923,199.1925278,477.3997398,478.1853922,182.6600023,454.0647328,291.7300775,716.9079708,209.2603056,357.8596551,297.2178432,481.7458193,408.3807721,702.5738389,308.7175146,526.7685752,569.6255374,239.8815107,,[M+H+K]2+ 519.332
279.8638627,701.905175,123.8738601,62.8873248,107.4449431,106.0467239,99.59566688,90.28695246,71.02776002,90.07770382,66.83819935,72.41448276,133.2279795,63.51950444,120.782822,88.61916709,83.5432469,70.42291009,85.90208925,71.37096024,66.06411381,64.9472462,,[M+Na]+ 256.878
280.0841478,28.21196556,204.5147683,135.341509,193.3710697,141.8056838,257.0041613,152.6079699,97.46390785,259.2765175,96.78541725,235.8840307,197.5501961,259.9900238,131.6335384,183.8606512,92.27604339,315.3720985,81.10049036,212.6120205,187.1150278,86.10205438,,
280.0252067,244.7822828,61.84848437,58.42520837,77.96353475,82.07247571,83.89388319,89.00163901,100.947668,86.84775629,86.47412205,102.83648,79.71947345,47.65159412,63.89601587,50.27020942,82.11068069,79.83559046,92.50967184,70.46159393,100.7922635,72.11109161,,
280.2631843,410.2757209,211.808325,649.3808351,200.5988319,111.8298732,167.1764573,579.4744177,189.2972634,167.936986,165.980995,757.597872,133.2254521,119.5967586,183.2657503,215.0868641,213.0773928,136.3629061,227.6574744,147.3645337,153.980806,175.4129409,,
280.6519867,383.2074826,398.6809374,413.0053178,330.3995924,119.2661905,362.3092214,326.8899697,195.6461814,362.692665,303.0157064,591.1615076,149.3921728,283.0102393,291.2433093,310.4715626,278.8138642,437.0102364,187.4361717,318.4414511,420.1344333,181.0030227,,[M+2K]2+ 483.389 [M+Na+K]2+ 499.363
281.0110628,41.81287968,410.8467996,342.4681635,462.6749178,434.273397,376.0420784,419.579989,365.0110043,382.986547,399.1178813,385.1348058,410.3371695,351.7569511,397.7049352,403.0980611,435.1391037,413.1199531,405.1332962,424.97827,383.6044451,383.1878944,,
281.1048663,138.461307,175.4225002,173.3562295,121.4889214,67.1338348,134.665379,110.961063,96.47763792,156.3074843,200.1785387,221.0786554,187.755851,80.07289065,151.925523,157.9390957,176.963807,219.4315929,98.27936459,231.6095473,299.7423791,100.3010644,,[M+2Na-H]+ 236.143
281.8712705,698.0882071,167.6805843,144.6388491,176.5558189,166.2910133,175.9018987,146.0182019,160.5327999,156.6569551,146.6210588,141.2791115,191.5796345,153.7894183,196.2192331,182.485389,166.0605067,149.4620566,163.4070564,143.2906263,130.6048329,146.4694879,,
282.0391812,40.03090186,115.132704,153.8475665,125.413131,127.3873079,146.0505416,116.471982,114.707323,123.3375885,123.8155016,131.8183765,137.518628,108.4510733,143.9446821,116.8818217,145.9143778,145.1284695,128.8555766,105.0026853,128.1475739,124.092951,,[M+Na]+ 259.055
282.2791193,430.3363491,3753.179937,7544.805557,3400.685764,2602.745422,3300.698659,8218.865031,3693.53221,3730.644157,3126.67439,10714.96446,2426.799223,2918.137478,3298.143459,3976.190963,5536.396528,2936.557115,3913.768535,2962.848235,3570.749346,3856.559689,,
282.9128571,697.3167647,124.6829301,132.1777745,112.4626514,125.1983083,110.7994666,111.2099676,137.4088074,117.548165,127.038416,121.4383878,125.2261202,119.1901474,121.9201038,120.3160669,124.3847648,112.6744569,144.319458,102.4323259,110.6176922,122.7059093,,[M+Na+NaCOOH]+ 191.931
283.0550709,42.43821962,746.0463858,595.8952899,675.2821506,672.0547726,620.6496432,651.6921256,96.43891344,660.3628895,662.7440557,730.026246,753.3275268,625.1313962,656.6347006,674.5130962,706.7698218,704.2066981,696.1713359,763.625747,688.8369399,672.5612376,,[M+Na]+ 260.064
283.1752453,147.4947625,828.8888304,434.3942916,1349.178852,479.7357267,1439.46585,1109.156924,742.7616122,1249.959569,865.9909186,1463.527391,1031.541281,949.9103128,1197.361754,853.8123662,920.8413776,1028.183605,1370.798765,814.995184,1062.093401,1244.197413,,[M+H]+ 282.168
283.1120333,455.9437717,2210.056046,1259.330273,3434.258933,272.0524603,1170.801764,1917.41783,10053.5791,677.7302765,823.8220148,2155.087243,564.6639442,2028.891158,916.2937225,791.5130094,3319.796566,497.3520932,1397.345916,1566.53802,1489.221768,5457.336148,,[M+2H-CH4]2+ 580.237
283.2803779,430.1307318,805.356824,1698.308944,805.8287804,641.6300632,821.9391153,1939.813601,887.6834692,833.8598765,748.6720153,2530.052249,659.363942,635.6301346,787.8585099,932.0380035,1323.658849,790.2175857,877.6699989,635.3620859,850.2363276,889.2916419,,
283.8560276,697.8291343,172.2728406,167.5276973,139.156486,159.5730385,158.7173886,147.950049,161.563484,145.6343842,141.8846819,145.8037183,165.8590838,135.5771752,169.4034237,142.6199933,176.3203126,138.6743691,166.5520204,144.9524579,150.0097993,142.2968983,,[M+Na]+ 260.872
284.1832366,145.5018604,188.8008719,103.895588,302.5501067,126.364522,490.8717589,226.3004344,166.6582395,252.0622487,179.7224659,278.6627969,214.2035534,204.8524152,271.0843183,191.3472205,203.5299524,211.7415641,266.4506055,180.8085043,209.3565694,239.6891279,,
284.2949376,450.3497961,2118.718323,1195.946419,1526.747991,983.4512487,1079.149691,1774.941504,4019.623872,1988.358086,1271.718004,1751.886297,1064.18247,1377.490857,1194.786844,1970.508699,3967.045695,1178.106967,1105.471405,1052.934322,1864.105311,2356.552093,,
284.9393439,26.85798083,177.3670174,197.4324256,175.9065933,177.99922,177.7240537,164.6089435,148.0110342,179.4266913,219.1002422,164.0991891,161.6043949,154.2860208,158.3806098,194.723129,164.8742001,176.851435,171.2854148,165.3419823,146.3157696,169.0590959,,
284.9064004,697.5196764,79.96917605,94.51735865,90.74277272,106.2135012,100.6743579,99.58716328,100.3110486,103.2250326,105.1984723,116.0982812,83.87766926,88.65562777,116.2930134,103.6964524,101.3204547,95.64655618,118.6471304,112.8657719,104.0653169,88.13271873,,
285.122471,455.5840101,1041.974169,583.7487685,1466.768274,331.4251424,642.3422018,853.978805,3379.371023,543.1888327,477.1310698,954.7006704,347.7277252,923.0008149,515.2174768,603.5135739,1551.697683,419.0944415,648.1982235,749.6986626,752.1158217,2337.30545,[18][M]+,
285.8593104,699.3847786,73.71255008,80.85671744,99.1329295,95.51977537,98.41734036,96.68819456,93.23534853,93.57131593,77.18659538,91.44802205,83.36596132,90.7143785,96.4922374,94.12939212,88.73125733,81.42709235,98.76416569,89.58246151,89.06478728,85.31414359,,
285.9573107,27.42695003,80.1353873,78.32979282,95.07830595,69.25254272,98.21812027,74.86718007,66.28491043,79.57617996,119.8308799,94.60805198,83.5696087,91.97963766,76.00131807,76.73772877,61.41125059,109.6838037,60.9250424,65.92904627,84.38432091,91.70250176,,
286.1989893,214.997806,162.1121352,407.6054593,166.3829138,168.0429879,107.9376692,143.1289168,243.1411241,73.27067359,132.4961089,88.65411848,298.5825299,82.23130677,102.9176739,193.9904427,91.76791598,201.0586991,116.5837516,193.3088683,177.0940796,409.9280213,,
286.1306989,455.7423816,234.1467936,168.4349117,320.1719361,109.8577759,170.6224468,230.6373816,597.4248803,129.4133323,148.5491166,214.2542144,130.9108444,235.0115079,149.4478905,148.6441049,370.1814977,120.3724701,172.7442012,175.3149909,167.3066298,534.1492963,[18][M+1]+,
286.9203202,31.81488611,329.208971,224.8933442,210.3295121,233.0871039,246.8231769,174.4044145,227.5724636,279.3267219,259.2400875,265.0228919,271.7621108,276.9369676,231.7832098,246.7221304,272.5164974,263.8461555,269.2891997,287.6782722,281.2138062,233.0514924,,
286.9074861,708.2959705,159.5404089,176.3294617,164.1238445,174.5251706,182.8523293,146.2248083,165.8656677,170.8501724,150.9672193,153.3895123,169.7000016,159.9482128,161.6291483,154.3261329,178.590336,166.178471,171.2739213,173.4845525,160.3873575,166.8362521,,
287.9639876,35.61664634,114.3570038,111.3318181,84.39542332,97.6310714,237.6832768,94.39188137,113.5815261,93.90316668,114.5498059,103.2382708,98.15277739,97.27678292,98.80195891,114.4255389,111.3092417,93.27716301,78.73299562,83.99856652,83.72422805,122.8033747,,
288.2125558,238.3206035,132.5327456,279.3188613,170.1817996,277.6229313,194.1087422,186.4394812,157.8075517,104.7043727,244.2176368,90.87762988,214.2824138,240.2653595,117.3215492,189.4060878,215.4455349,109.4393233,55.21356617,224.8031434,411.3941214,459.9313044,,
288.2899465,318.8030363,854.3919183,1249.161988,800.3581799,830.1590736,926.1261867,818.2214304,833.9749312,801.7666768,808.7561345,881.3808724,690.7466933,816.7932289,935.1016462,752.3149606,848.5480556,795.4725369,789.7472612,768.4065086,794.4320607,1062.851951,[19][M]+,
288.9220945,27.11061741,294.2009444,282.0878584,245.0331405,296.7755272,298.6655303,290.3942489,326.3927347,289.0644094,254.4897322,276.5964529,279.4539383,234.5329212,300.2062281,277.3624467,403.9995459,311.8352112,336.9846222,276.4800303,268.44653,312.2984643,,
288.8995186,697.8511605,110.9308546,119.9611893,108.9689414,118.9643883,119.9466688,112.0135024,112.5881846,112.551756,113.5381059,119.1387312,151.9492103,123.9242552,130.6188888,127.5463864,103.5922108,95.20320814,133.2947464,125.1145572,97.05921499,120.2652868,,[3M+2H]2+ 191.931
288.924387,291.5004745,120.2011252,84.25101362,101.6428404,33.02555428,128.1249167,93.16858472,78.20909772,115.477539,135.2814744,96.07171322,98.13792138,125.8157775,74.20583129,96.07555657,75.38593722,101.920603,83.28213827,119.3082309,109.8980376,109.5967799,,
289.1256926,158.1893191,113.1654666,46.90233787,240.2196154,69.20984271,282.45032,172.4983794,114.091708,172.1703734,98.57627133,264.0741037,123.2775479,150.9730812,195.9482106,155.5198185,156.0072456,170.6381986,205.1776624,150.8161613,181.0610393,225.9735329,,
