mz,rt,X120621_Pivus_000101,X120621_Pivus_000201,X120621_Pivus_000301,X120621_Pivus_000401,X120621_Pivus_000501,X120621_Pivus_000601,X120621_Pivus_000701,X120621_Pivus_000801,X120621_Pivus_000901,X120621_Pivus_001001,X120621_Pivus_001101,X120621_Pivus_001201,X120621_Pivus_001301,X120621_Pivus_001401,X120621_Pivus_001501,X120621_Pivus_001601,X120621_Pivus_001701,X120621_Pivus_001801,X120621_Pivus_001901,X120621_Pivus_002001,isotopes,adduct
#,#,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,#,#
83.08639052,419.945357,12425.63887,11911.35732,12980.77991,5684.993353,6677.320549,3710.309699,13155.56538,9063.99007,8544.823262,14860.39729,10905.48701,11026.07578,6341.046254,10955.75119,9010.745972,10131.64459,8228.906233,11790.52228,5553.645452,7007.726195,,
84.04822599,36.25417722,8980.600269,9885.592431,7480.777769,8783.470415,7634.412845,9697.263416,8254.580196,8515.019124,6768.778368,8578.05575,7865.937442,8266.538168,8643.104405,9691.10802,8010.745322,9170.939921,7159.087378,6930.671796,9292.266616,9436.046905,,
84.0425577,117.8585775,4641.988486,4182.07423,2597.914177,2003.655483,4859.915208,5565.245842,3713.822428,5887.532881,2358.870471,2304.650092,2488.103375,2308.55371,2936.521511,4319.003538,2021.274392,2861.318541,3356.685811,2048.240585,2354.778663,3643.333835,,
85.10039209,458.3450907,7561.913319,5601.124551,7192.004576,3420.625524,3564.424316,2572.130304,6789.31088,5396.409817,5382.65685,7874.524213,6022.357843,6188.415494,3369.375567,5902.317743,6060.274257,5682.31042,5273.116553,7411.160459,3423.796415,5251.197267,,[M+2H-CO2]2+ 212.176
85.94636316,1091.6269,18972.57674,16098.21844,15479.93208,14004.22599,14337.90357,12157.08179,12106.90244,10907.63698,10878.35881,10700.45001,9725.275514,9918.045232,10190.69834,9244.895515,10005.3619,13944.74825,15937.40423,13612.40897,12180.56592,11707.89707,,
86.09706102,55.06195785,89121.01933,67938.72474,86716.82824,82189.30525,80085.8267,129537.4759,96156.69685,75293.57165,60726.30546,62083.10166,99860.51422,58886.66631,79575.73346,88238.24969,73944.4702,85778.38716,59041.20088,61403.74475,80122.8429,61853.4947,,[M+H]+ 85.0887 [M+H-HCOOH]+ 131.093
86.95356511,1086.646352,21162.86737,16920.62155,15023.89995,13464.7657,14497.36898,13485.37423,11616.73459,11841.46374,11722.81514,10967.95418,10344.1679,10346.09737,10399.20834,10671.77044,10268.71451,12569.45807,15277.14272,14121.92097,11145.16646,12338.20649,,
87.10009346,55.10127098,5295.644836,3740.376814,5221.230376,5150.482539,4600.350325,8313.144166,6247.563526,4687.320611,3643.672499,3462.848645,6096.632775,3651.867613,4544.870181,5616.930996,4776.238064,5703.097343,3292.56164,3644.722342,5145.979446,3102.150349,,
87.96141112,1089.496094,37048.33876,30999.78095,27395.23683,27280.14928,26905.03728,25679.30996,25778.77965,21418.98927,23366.06042,21046.46976,21350.08637,20592.67902,20532.61766,19388.37269,20429.06758,25435.21488,30226.09147,26510.30183,24122.76686,21566.7385,,
88.9678527,1086.753857,31721.92208,25852.77366,23307.97273,22844.48162,21838.81397,20379.71533,19517.97588,18262.5252,18994.25291,18103.7943,16477.00369,16143.99693,17072.81406,15705.50012,16188.37889,18799.50423,23184.83895,20929.67608,19243.43533,18714.48377,,[M+H-NH3]+ 104.989 [M+H-NH3]+ 104.989
90.94834884,1089.898855,39024.58533,32667.03258,30246.04768,27529.25624,27878.74347,25369.64191,24431.68525,23334.04835,21759.18086,21844.91854,21539.72602,19811.76401,19363.12744,19397.9282,19762.414,27180.8268,32253.03383,28404.01102,24907.10632,21164.56726,,
90.97731933,30.018554,289464.223,302203.9382,279878.7541,275310.2339,280329.8515,267077.483,275615.8812,272889.0869,278955.5395,276910.8441,275652.6074,273662.2322,269980.7188,274857.5013,271391.296,282537.132,269141.3948,280621.0839,267729.1974,258773.1076,,[M+Na]+ 67.9896 [M+Na]+ 67.9896
91.06206221,468.1401613,2650.02273,2586.859091,2169.801142,2627.151716,3254.091509,2605.189917,3116.507687,3272.741583,3245.64168,3767.392932,3018.918574,2704.094929,3683.352302,3827.221274,3188.175435,3852.199923,4390.077531,4622.964547,4375.77565,5125.799819,,
91.95620639,1092.795113,31226.831,24429.71903,22629.70623,21378.37988,21227.34497,18998.95277,18209.65982,17658.31149,16186.17227,16195.48822,15769.75296,13477.99272,15137.16673,14148.58441,14159.60997,22631.29307,24304.20369,21466.01043,18916.33114,18310.63668,,[M+2K]2+ 105.993
93.07079571,464.7412476,8756.882355,6869.066881,7881.334568,4920.072521,6627.41956,4555.240661,8578.359464,7734.364894,7172.594465,10718.66567,7492.237042,7226.922461,6920.246816,8975.141164,8854.277533,9383.155269,10498.59542,11178.00657,8122.393425,10595.09728,,
93.00313739,1084.669336,12457.48762,12395.68401,12491.76412,12249.08759,14151.1951,12208.25066,12388.42989,12853.57788,11218.14692,12151.85103,12556.03073,11472.84305,12640.34987,11660.75582,12538.17499,14068.4059,12172.71682,13136.73007,13045.815,13659.36222,,
93.07381753,420.5550034,5886.586224,5654.375997,6373.48662,2843.041764,3176.297366,2863.292,6406.201633,4568.680635,4464.326915,9942.095116,4557.767338,4341.223179,4032.358999,4912.531293,4649.867783,4197.874696,3869.736504,5928.724426,2851.94708,4112.685245,,[M+Na+K]2+ 124.191
94.96706168,1093.118172,76781.66144,63930.26173,62538.80749,60787.64422,59257.99569,53540.34126,53378.51352,52320.48101,49980.98176,47228.88213,46199.06013,47751.62702,45862.08176,45568.90175,44170.36751,61280.22,67184.59874,60257.38095,54017.05853,52679.72682,,[M+2Na+K-H]2+ 105.993
95.08610959,464.9644034,20125.85538,17890.64738,19673.06792,12682.50486,16908.06305,11314.86198,21458.91512,18919.09396,18819.02197,26365.82267,19307.26525,19048.41985,15526.28534,21116.40367,20148.5621,22988.81303,26594.83932,25943.92115,17047.90337,23210.69692,,[M+2H]2+ 188.157 [M+2H-CH2]2+ 202.171
95.08638935,575.4308954,11183.69198,11578.37961,12619.16856,10876.35982,13970.19985,14610.38216,8861.244319,13040.85868,10424.23703,12673.81054,10323.18988,12290.44677,10397.58971,7997.824546,12933.12208,10980.1218,11420.75427,10707.50715,6859.267086,9845.61557,,[M+2H]2+ 188.156
95.08621443,422.0481519,15858.65601,16079.61721,15990.52989,8340.28943,11163.23836,11550.52373,17171.40731,11954.7744,11121.06244,19310.15882,14025.24296,17817.51757,8806.407899,12961.24865,12593.15699,11822.66087,10778.01844,16160.52049,16305.80776,9894.561436,,[M+3H-HCOOH]3+ 328.237
95.9739623,1085.162437,53881.93339,42850.46205,39037.08615,34829.93285,34771.36228,30879.63513,30319.06258,27882.63089,28697.72755,27562.88292,25163.45653,24673.50517,25689.89921,23673.63348,23771.45619,23647.43482,36165.66941,31161.38026,26731.28615,25964.08951,,[M+Na]+ 72.9822
96.91990253,33.85344576,9604.595947,9549.355986,7146.979199,8106.561863,7025.89395,11082.08896,7725.475311,10790.57426,8850.53299,9275.759888,8689.407357,10438.61132,9717.399318,11230.98715,8010.422723,7698.26918,8660.159073,8255.180488,12659.17683,7684.351638,,
96.96161528,1093.528184,1231121.141,1097441.827,1023455.182,998016.0077,968258.8106,906683.5651,905042.3254,849828.1953,819304.6316,808137.1569,796491.1973,771913.5976,786531.2658,733583.4513,762633.8425,994901.7003,1060858.832,985340.6483,888814.0727,897134.0847,,[M+K]+ 57.9966 [M+K]+ 57.9966
97.10163596,461.2500055,24030.59893,20735.91097,21148.34677,11871.6365,15146.20186,10309.94705,23522.76225,17845.57513,18222.67104,27403.01567,20457.49291,19863.08194,14119.86229,20767.12559,19739.58834,21604.09537,24717.17958,27527.4986,14503.20318,22021.57289,,[M+H]+ 96.0945 [M+H-CH2]+ 110.1
97.10179208,419.939536,12998.73175,12920.16024,14324.85829,7207.522673,8900.684339,5491.571921,13618.4802,9983.290128,9381.744223,18354.69847,12431.98287,13032.99807,6893.480049,10461.94986,10422.54893,10670.19297,9657.796119,12548.42787,5701.301941,8366.393768,,
97.96919109,1085.467889,956241.0358,761183.6385,665380.4591,634043.5712,615119.121,575976.6119,541502.1175,526098.2969,512263.3345,484504.2059,478059.8503,460402.4079,450342.2289,441099.9474,436297.3032,434491.9784,619813.6057,553140.5549,497928.9812,477348.2343,,
98.91246314,33.79170844,3998.828197,4256.35324,3233.882833,3856.433227,2742.378722,4847.150317,3373.242236,4674.798627,3853.456986,3820.691935,4018.121283,4462.439023,3745.730488,4175.549469,3547.263358,3328.572587,3856.456384,3404.319828,5239.565305,3303.696832,,[M+K]+ 59.9513
100.9325701,1089.110218,18642.60458,13989.11922,13583.91485,12093.60092,12488.48535,11211.66102,10753.06449,9795.361525,10573.70461,10041.99998,9721.397663,9131.793112,9174.220083,9236.00598,7715.774259,10761.53672,13280.99891,11141.70278,10592.81145,10087.45214,,
101.9406351,1091.908558,119736.2214,99316.06825,87055.01213,80776.51786,90930.70008,71740.84691,70474.82466,67162.98732,62367.79674,61983.51858,60487.97543,57072.00569,59119.17137,54613.03173,54687.33784,84135.37663,90372.35241,80650.12675,71743.40118,67833.11322,,[M+Na]+ 78.955
102.9500044,1088.90214,27326.69793,23957.8239,22264.32136,20505.34251,19738.73415,18307.32465,18373.61162,16145.94102,15974.24875,15279.07879,16348.31863,14141.85951,15418.21485,13718.74673,14324.98617,20230.44123,21875.50095,20354.35412,18123.3516,17552.03578,,[M+Na+2K-H]2+ 105.993
103.9567089,1090.309658,63767.33748,53701.08992,49284.54516,44672.37181,45956.88807,43230.80191,43793.47687,41781.75389,37770.03226,39618.05359,38323.8739,36371.30934,36945.04078,33711.77301,35996.87965,47675.78833,51453.27421,46172.60946,42383.99919,40303.41052,,
104.0957289,31.71898148,64326.48232,55534.92821,31885.29705,46749.14061,40264.70318,54444.80871,41006.83396,53350.27153,43343.13789,39907.47021,44174.35429,49116.57138,43330.63141,38422.3075,40041.9692,51177.39024,34797.42521,45573.72185,45927.38529,48745.66103,,
104.1076281,364.6835694,104684.9092,119023.2489,102969.6334,124640.3347,142875.8293,108538.3273,126671.5002,135973.1229,126585.4885,125983.1221,128702.681,117503.1812,108075.2341,147237.5764,116123.6502,130870.0319,156360.3168,121653.9614,150934.2187,124738.0382,,
104.9639403,1088.498761,118128.7204,101438.3524,93944.81533,90668.68186,89336.02728,84962.67223,78689.27502,79287.20495,77421.31033,75462.75026,72512.89455,71883.40679,71386.79029,71173.48499,65890.3385,82626.51822,92959.69578,86191.33394,78108.5454,74534.66577,,
105.0346263,212.2824616,46436.09544,50718.51971,44738.60276,39544.6214,14331.63916,33880.49235,41018.08095,33257.22366,43711.40987,34818.9851,35992.63158,33132.02209,27412.59057,34258.32462,14911.8563,43952.71188,39445.6199,36703.85777,36335.76186,14723.46463,,[M+K]+ 66.0722
105.0725472,468.617124,4891.374558,3615.65976,4106.564698,4261.484537,5936.155821,3912.200271,5484.57814,5704.394918,5880.10811,6641.638462,5244.46892,4463.863995,5162.897562,6259.250384,6022.509493,6207.179718,8134.70053,7396.387688,8349.234334,7501.100623,,[M+2Na]2+ 164.157
104.99682,32.14366371,4375.05056,28090.30975,40143.1401,23561.35027,21788.62176,19962.70715,28237.92023,28990.45077,22529.95871,23809.15003,26641.01933,21224.71645,22803.30904,22234.47418,30846.57266,24028.16983,24287.40554,23625.93362,20533.07438,20988.00086,,
105.9663673,1087.899864,13678.65651,11634.38469,11811.79239,11329.93298,10815.08113,10028.57657,9871.20209,10399.24385,10117.92742,9875.774036,9174.275402,9452.198128,9319.377234,9343.285582,8772.971184,11229.89352,12162.15161,9396.039836,9891.168373,9573.564671,,[M+K]+ 67.0019
106.0893094,213.367944,3611.226098,4830.182903,3625.359207,3327.195314,2388.690882,3566.366916,4209.983351,3180.563762,4516.378133,4595.07585,3570.465506,3617.353306,2420.832024,3851.923764,2362.006225,3774.36759,3761.858774,3596.866865,4195.736083,2339.024296,,[M+Na+NH3]+ 66.0722
106.9560042,29.59649117,49547.42882,43343.50881,41598.42128,46539.53853,45681.36551,47812.39279,41359.39664,48275.21555,45666.47157,38961.12222,39581.61492,46182.91442,50152.88973,41937.45558,43506.88144,46677.49378,44460.25056,42126.69573,46631.94239,42867.90527,,[M+K]+ 67.9896 [M+K]+ 67.9896
107.0858472,464.2096386,15096.58991,11606.8543,12457.74388,8284.268107,10632.49091,7476.081229,14026.83877,11849.81264,10773.65616,18043.03089,12350.49852,12572.17618,9693.201573,13645.95942,13460.7984,12572.09882,16048.95562,18876.36668,12286.60405,15079.48899,,[M+H-C4H8]+ 162.141
107.034331,84.135879,18863.05123,15511.45401,15645.8424,15988.52562,15837.8455,21319.17611,15643.7478,19012.04884,13020.18882,15125.35848,14228.44553,13808.91329,14736.23546,18417.33961,12120.21485,16929.15724,13725.10692,15264.23091,15643.0777,12110.24219,,[M+Na]+ 84.0425 [2M+Na+2K]3+ 110.097 [M+H-COCH2]+ 148.051
107.080776,237.7340151,15778.62527,16857.83521,18403.66422,13494.41611,5924.344892,15972.65861,18098.45889,8474.196868,16392.93391,10269.06965,16923.94872,17150.0391,13188.4911,4955.652467,7177.566847,16317.31023,4842.170657,7688.768667,7901.620258,9804.085299,,[M+H]+ 106.074
108.9811331,31.70018035,6533.387997,7385.972498,8695.223184,6320.891124,6755.034491,5863.442216,6276.921166,7322.212278,6583.183276,5735.332497,6038.498032,6568.871911,6447.027171,5807.401134,7215.466079,6543.204103,6613.124,5596.143094,6622.946216,5848.51442,,
109.1014762,149.9098903,195704.6305,233156.3835,222803.2251,209239.5697,91886.47932,113344.4614,205652.0146,105843.2463,189618.6913,130230.4571,199375.9941,150463.74,154414.0969,52157.18061,173984.391,221347.4736,46109.89855,105239.7095,151769.6875,127009.2043,,[M+2H-H20]2+ 234.205
109.1016385,465.7355589,27303.36159,23074.45657,25500.94,18450.95024,21947.1746,15370.84945,27893.70963,24955.55864,22601.8936,32983.87103,25093.129,25439.08387,22108.3643,27355.1359,26889.61619,27973.19328,32291.01624,33814.3232,23680.58941,30127.93635,,[M+H-C4H8]+ 164.157
110.0124074,26.1934001,92097.87031,91334.27879,64698.28001,92726.14819,56049.4789,108564.1228,80122.69636,52924.47681,67305.91552,68833.08034,78670.33344,99383.82054,88413.16598,113130.7311,88806.00322,86398.68284,74969.80608,97077.7894,100488.3448,80051.30293,,[M+H]+ 109.006
110.1040416,149.7179574,19705.20873,24878.92012,22403.17193,20759.80422,9706.040518,11245.85037,20999.68516,10538.38187,18237.80855,12775.42256,21845.26961,14633.71285,16580.93211,5687.532728,17890.99483,22902.41128,5405.622386,10652.17589,15465.78549,12991.64792,,
111.0135626,25.75555659,18790.89417,18447.32125,13246.9764,16726.32107,11537.69609,19958.22218,14577.37929,9573.103186,14183.21625,13286.3572,15209.16347,18355.85028,17584.65794,20513.54473,17773.53816,17330.57453,14692.98281,17588.60017,18910.11081,15645.05811,,
111.0562094,132.6720103,24695.73688,21081.61304,23543.84442,24505.44623,23329.69466,14449.82856,25408.61941,16880.01623,27027.6725,16703.09576,23794.52869,20372.17028,18773.16704,16308.70934,30550.83383,51300.55834,32421.75746,23068.42911,18439.50378,27991.59782,,
111.1125059,420.8860221,17601.17925,19035.66736,19458.52242,8606.184959,11136.98554,10618.74709,19869.92981,12657.33968,13851.12724,21092.6505,15783.17029,18137.68629,9990.996221,14397.10462,14359.83501,14684.35078,11841.71417,17668.82035,14406.38615,10732.95928,,[2M+2Na+K]3+ 124.191
111.1035659,462.6032852,17662.32941,13983.43146,15983.50895,10152.23108,12203.79105,8487.378621,15826.47221,14027.55991,13916.30922,19404.72915,15802.87783,14891.32886,11664.26775,16720.94737,15221.45597,15490.39532,18078.6699,19820.40677,11171.78571,15005.14147,,[3M+2Na+K-H]2+ 46.0847 [M+H]+ 110.1
111.9689017,1091.408401,125188.1119,102474.6803,95687.30936,89958.7165,91204.60423,81341.27072,80640.67465,78434.60562,76026.44726,74189.99203,74007.4919,71093.8131,70376.98236,68289.53338,69192.01887,82550.01365,95602.73136,88389.3529,79740.24266,79036.0634,,[M+2Na-H]+ 67.0019
112.8900776,33.40325711,2046.044139,1871.524497,1522.357405,1523.634342,1179.376015,2469.81455,1351.819088,2373.918388,1972.993027,1479.888296,1660.300953,2312.758399,1979.234516,2313.64818,1417.283068,1477.561671,1807.409409,1775.091102,2765.573667,1583.191955,,
113.090789,233.8872421,21130.51361,28371.55516,24306.2344,25779.83855,14451.97972,17465.41994,22959.91533,10795.09721,21452.01063,12814.62353,24088.88911,18994.92943,16818.43777,7749.058582,23624.05811,24226.32637,7119.899134,11534.23683,58706.30014,14176.53623,,
113.7535981,651.2951605,4407.868147,4705.039986,3700.045106,3804.589716,5324.803452,5248.744628,3479.148004,4643.582721,4247.04462,4242.291668,3767.726425,3679.411949,3551.434198,5525.609948,4586.23517,4273.2198,5872.625328,4425.034271,3028.348051,4615.988408,,
113.9643176,1091.443231,1980279.219,1702125.996,1554081.322,1513301.357,1472785.626,1397119.377,1356208.123,1297986.19,1272513.571,1245593.798,1229120.878,1196235.412,1193459.447,1142832.783,1141361.995,1381036.119,1577871.394,1446056.143,1339030.8,1302249.095,,[M+H]+ 112.958
114.0669732,34.26837602,47669.09171,48320.65755,35067.3873,46316.61413,49595.15933,43265.46345,46453.72968,55219.92791,34167.96109,38193.55796,42426.26153,28761.36252,38969.21145,45975.07422,34734.41137,41735.52164,35914.13357,38973.93089,41374.04773,35047.84607,,[M+K]+ 75.1068
114.0992073,113.8914564,29374.85597,14485.0998,6980.621693,8279.539432,13052.00716,28135.91756,10609.60462,15287.67116,6808.728328,18672.16461,6102.640582,5743.081157,18850.28081,12923.1432,8540.943871,8560.525009,9394.535378,8032.368705,17591.09023,12366.44811,,
114.9704407,1094.411771,349848.3101,307462.9909,289552.3266,277082.4129,258672.0619,255914.0241,243501.1132,231567.6194,219645.2533,225867.355,216830.1673,203903.7783,218416.3519,203515.3153,202393.4001,279618.5518,290385.8372,277279.5804,241879.139,247814.9859,,
115.0770518,115.3621435,14618.33486,14288.32806,13816.35018,12881.93549,6209.144651,9627.859607,12282.96603,8229.226949,10920.98361,8982.754225,11948.42065,9732.155975,10142.75553,5681.055394,10823.64086,11942.94709,4831.598817,7971.691823,11613.14756,7822.887041,,
115.0764654,459.5871002,17328.64931,14529.06653,16603.50527,8362.997412,9496.355729,6282.530539,16308.56743,13152.55708,12035.33824,19468.76283,13680.91415,15005.25169,9823.580169,13362.44872,13360.12163,14536.13145,14054.64195,17956.02523,8930.294616,13560.52564,,
116.0689405,34.17802781,68409.83432,83045.05858,67807.99123,71902.67302,82367.84285,88521.347,58275.51308,57438.13448,39599.32876,43343.90102,73365.28219,60061.27694,57293.12618,92543.58925,44919.57523,50549.72821,51496.96145,35029.15726,60361.90438,55741.75932,,[M+H]+ 115.063
116.4605652,652.2665958,4297.062571,4109.978731,3021.076262,3592.405699,4610.445582,4167.690948,3207.940191,4600.475084,3701.777264,3360.618701,2975.775359,3475.075018,2995.706195,4131.664179,4162.481308,3956.496592,4698.867292,4208.418776,2957.816794,3858.616751,,[M+3H-C6H10O4]3+ 492.422
117.0917371,1077.044049,58206.05119,56313.50565,59183.20734,54560.58254,57352.61264,60441.24581,54081.26619,53613.9318,58206.13047,53839.45487,53845.2288,52609.07859,53389.21871,54378.70087,52480.22601,58888.4661,55190.36384,53427.85393,53198.23651,54733.35596,,
118.0858495,35.54687093,142050.7144,234826.5311,96254.64756,179178.5447,136166.0066,188439.5591,135379.985,139725.7176,135214.8418,185438.2435,129799.3053,174662.4957,124756.1228,135109.2868,179064.8542,150087.6401,100877.9654,80026.18418,125131.653,174939.3662,,[M+H]+ 117.076
117.9729137,1090.869328,40172.97307,35692.30102,33744.34099,30798.53981,30789.44266,28164.29311,28493.83214,27848.52237,27676.92115,25940.95942,25995.27836,25432.0137,23865.6806,24355.66391,23727.62921,29594.30507,33354.11474,29188.89733,28179.08914,25609.48221,,[3M+Na+K]2+ 57.9966 [3M+Na+K]2+ 57.9966
