mz,rt,X120621_Pivus_000101,X120621_Pivus_000201,X120621_Pivus_000301,X120621_Pivus_000401,X120621_Pivus_000501,X120621_Pivus_000601,X120621_Pivus_000701,X120621_Pivus_000801,X120621_Pivus_000901,X120621_Pivus_001001,X120621_Pivus_001101,X120621_Pivus_001201,X120621_Pivus_001301,X120621_Pivus_001401,X120621_Pivus_001501,X120621_Pivus_001601,X120621_Pivus_001701,X120621_Pivus_001801,X120621_Pivus_001901,X120621_Pivus_002001,isotopes,adduct
#,#,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,#,#
345.1995957,444.4783303,33030.92435,28771.66228,38479.98736,17235.63525,17040.19953,14017.15718,30460.66657,25021.7964,19902.02932,37619.94201,27924.13697,25514.75785,18430.83385,22101.05124,27372.52934,24539.428,25520.59063,35173.01313,17284.73407,20958.79013,,[M+K]+ 306.243 [M+Na]+ 322.217
345.1189732,349.6191498,12915.9027,12690.2165,9489.486078,12560.124,12786.54045,11527.47076,9774.847883,10549.52883,11876.50273,9700.093036,10724.24912,8337.762897,8503.473329,10207.21572,8352.11711,10430.63455,10090.22488,9399.984705,10620.6361,9574.079799,,
345.2783106,487.5625738,23994.83109,16948.12276,29027.13671,23219.06268,47224.62332,22094.9834,40346.08171,35835.08758,33286.88871,48790.61561,34103.18803,40944.19115,43587.94475,55179.05683,43071.2096,36108.04161,83535.83126,54133.99355,62952.0619,72945.9209,[95][M]+,[M+H]+ 344.27
345.2851767,219.5379506,8248.450134,7657.960598,7037.303876,3780.258533,4015.147721,4613.985862,8268.025374,9324.037221,4058.546869,8723.677295,9232.332058,4466.204477,2595.042719,14931.55771,5330.399691,5435.494596,7623.19224,25013.80408,5670.320447,5656.573346,[93][M+1]+,
346.157294,382.5196409,23518.76295,20801.34397,21842.85518,14924.31943,18504.70805,12811.48024,20781.85672,15058.64227,17378.44271,19745.38012,15195.65568,15854.82092,13616.34764,17040.02319,12823.71689,16111.78641,16691.36927,20767.77914,14199.01548,12813.2196,,
346.2131033,663.0878083,17645.96908,12575.42471,14108.75511,15986.01717,26591.41625,15079.59516,17092.41061,14665.8031,18086.38021,20529.0011,15169.06353,18198.18432,12746.87192,21718.775,15552.02343,14716.14762,28407.13734,19162.09138,14509.24855,24350.56184,[94][M+1]+,
346.2741073,486.6502096,13781.05271,11159.02374,14625.17336,11045.58492,11387.74008,10138.20444,11418.9332,17238.95517,14354.04785,19949.56711,14665.64957,17782.99957,11292.03775,17215.62391,17686.44362,15605.67418,19595.16381,20100.90279,16275.96733,17584.99193,[95][M+1]+,
346.9110666,36.91081855,3629.559191,3204.194219,2661.583967,2982.313262,2529.812798,3380.486328,3153.469044,3934.780624,2630.903112,3737.723778,3770.479492,3332.189715,2866.102573,2754.113794,2712.32644,2817.004965,3263.505971,2937.946959,3541.967201,3156.92654,,
347.1537194,430.9939531,11758.89321,12149.22221,14005.01209,14274.82289,13062.56629,10896.77684,11611.74157,10235.93947,12160.25136,9774.527365,10749.88033,9859.64382,9622.994387,11880.87375,10135.56445,10251.6302,11894.29127,10118.54368,12685.3113,10029.10459,,
347.1887036,141.3576373,7550.575652,7717.409483,9312.214619,9484.076509,4481.941844,7691.715344,8115.392,6844.704699,9527.70062,8980.561695,7960.618099,8954.713026,14446.31793,7520.49946,10306.64483,7876.134259,5360.140259,8635.117187,5104.597417,21664.92844,,
347.2296223,477.0452813,16080.16621,14850.09033,19744.11578,7260.984814,6904.498883,5844.440553,14292.263,14936.99307,11095.08569,23092.03374,15666.27995,12070.22062,7123.100315,12121.88648,14872.31923,10853.13636,10099.09,17724.01189,6452.890908,7833.415888,,[M+Na]+ 324.245
347.2935964,515.2310235,4971.722032,2946.383404,3842.554469,3808.975659,7527.955143,3847.837659,6893.100682,5983.363545,3762.58638,6134.072238,4526.591103,7450.005857,5596.558084,8500.499623,6846.517162,6523.648322,15255.68742,10759.73166,11396.75967,10974.697,,[M+H-CH2]+ 360.302
347.217825,191.7786805,10863.84399,6564.259933,9174.454128,4758.211455,5035.134689,7923.881261,9791.264601,6264.630531,7244.127375,12710.50758,6182.938048,5880.675256,10044.08184,7846.791932,6029.198789,7540.775537,7015.439107,4423.115537,7777.610535,6462.325665,,
348.0513816,131.2415678,13894.3184,11890.13903,8411.685901,14097.44095,16313.083,9155.856139,14731.74299,11328.55196,10698.8651,10007.59435,12599.62683,13846.09083,11321.60281,10124.59533,22355.75605,22282.8963,26788.27776,19082.83607,11344.08956,14803.1197,,
348.1907208,471.4053706,10114.76442,8133.482456,7334.191927,7265.932456,10993.99683,7113.605628,7320.066558,9402.788759,8711.636404,10329.23425,7649.526246,5933.485063,7561.232686,10520.55493,9492.833403,9597.302336,14589.9924,10909.39822,11871.50572,12375.19074,,[M+K]+ 309.228 [M+Na]+ 325.202 [M+H]+ 347.184
348.3260666,207.7352711,15403.55231,10485.8437,32929.86092,11614.64424,10626.32328,11452.44708,9497.291016,11568.64604,9621.698513,10009.80513,9944.877645,11663.92007,9563.349339,10873.91023,10155.00241,12309.69426,11820.33757,10555.34558,10960.68261,10537.08029,,
348.2478196,602.6642986,5005.96178,2987.726589,3894.708641,3783.122593,6089.69288,5613.114603,3471.415036,6276.524427,5307.822079,6896.310763,4094.787841,5063.533232,4630.488483,6584.364211,4955.19675,4873.401439,5978.392447,5969.387996,3891.556223,3583.915284,,
348.2844144,503.3103649,4168.773778,4007.186341,4741.223249,3631.225494,4746.346613,3848.229358,5312.397268,4959.123378,4448.429952,5247.112325,5025.608561,5163.627066,4543.307941,4971.110781,5014.100814,5134.938057,6989.734291,7229.226045,6385.281259,6019.204514,,
349.1591705,118.9181793,10332.11246,7494.37901,21259.94266,8060.6596,8661.468598,7719.723132,8199.98758,8730.727015,7794.375589,7575.944472,7297.494405,7620.519043,7389.593713,7522.498659,9459.56246,29366.74154,9823.517775,8011.762285,7820.499211,9454.200815,,
349.2416248,510.9843326,31345.3556,33832.19573,43376.81707,13939.78542,12216.4936,11358.53069,27265.25457,25897.16287,28001.91583,54587.48602,37325.99584,22978.41363,13780.8132,23862.67058,29509.91934,22343.18303,24381.13647,35001.00765,10902.05219,17901.24379,,
349.2042542,420.683477,9892.508761,8644.852748,11892.79026,6530.377865,5102.259195,7116.37436,10686.56672,8279.855193,8368.905177,12571.59675,6988.372784,7035.444441,8186.635654,7036.03712,8120.952827,7583.819772,6773.216942,10741.15091,7382.53388,5631.495652,,
349.9303689,40.55244668,22939.58564,5094.111397,5026.254721,4164.723252,3617.375553,4721.285238,5037.536681,5816.842764,4041.638012,6583.591365,4270.974268,4060.532828,4618.04502,32801.18768,4225.086579,3803.282497,3857.888871,4561.12795,4458.371093,4661.33928,,
350.1970328,441.3254209,18714.89242,13378.30523,24795.96221,9262.857009,9357.186638,7048.818782,11696.35148,9534.523388,9136.896288,10556.7552,9932.664774,9690.263602,7246.964414,9753.10359,8288.417291,8886.260214,8924.636166,13519.3188,10577.80178,8238.926089,,[M+Na]+ 327.205
350.1716637,398.5615803,22382.53492,11373.18126,12866.38822,4988.726064,4114.138176,3158.809684,13441.39236,10514.3172,8650.197098,16382.77937,6083.959862,14830.05806,5021.419923,7669.592267,8353.39731,7089.928238,10415.7459,12073.57012,4042.379038,7289.671876,,[M+Na+NH3]+ 310.148 [M+K]+ 311.213
350.2306284,509.8519919,9744.38511,9619.899386,10525.17819,5546.380667,5959.523017,4551.30969,7464.664564,7390.594932,7031.26056,14147.23427,8704.549757,6936.712045,5055.797311,7609.580693,8334.467905,7339.923817,9871.176929,10021.97675,5339.558786,6799.853117,,
350.2403799,584.5173928,7586.406081,3860.355467,4081.454223,4196.564074,6841.974597,7336.213296,5850.249572,6459.098986,7545.132212,10485.01549,4515.973468,5142.080031,5633.667856,8924.171308,4182.198341,5614.711396,7435.560904,7962.956082,5444.676404,3522.703569,,[M+2K]2+ 622.561 [M+Na+K]2+ 638.535
351.023705,223.9666248,5572.495349,4861.087891,11209.24486,4451.635584,4718.217822,4767.818287,4481.136777,4295.932111,4784.109547,4258.883252,4345.994431,5983.720043,5048.201819,4388.576007,4569.911807,5278.131448,4866.041707,4481.998564,4886.214752,4311.459849,,
351.0914402,284.6572157,7135.205413,13162.10514,13378.36044,13665.24834,6327.742954,17389.14802,11179.55695,8197.330254,9158.656498,10938.57586,9005.849928,15627.66628,8183.710708,5910.200934,12947.87162,12306.21389,5431.497637,14823.00097,11804.40107,8766.881064,,
351.2301139,420.00309,143343.2053,151797.105,242333.811,80349.17712,76945.011,87050.25357,223915.993,171177.4376,161903.7219,429116.9496,140850.6127,129572.8797,183652.7621,132194.9414,184462.5619,127131.5341,107125.0761,197359.862,108177.9075,92975.51318,,[M+Na]+ 328.237
351.9303729,36.85929609,3862.906356,4374.95098,4373.802385,4311.572137,4432.400008,4528.553739,4487.727442,5399.223436,3559.103135,3670.050386,4248.916734,3586.571526,4119.23364,3882.968725,3557.847381,3750.184201,3401.399364,3619.179172,4682.065067,4020.50006,,
352.1937432,441.4655181,303028.1788,195299.0329,371047.0815,132888.7157,133078.0511,100818.7168,172845.0468,140184.7584,134198.5,266008.035,152623.9338,152115.1937,115301.8518,138856.1397,134973.2788,142853.5596,147433.4371,199465.1447,142079.5119,133185.8734,,
352.9046899,32.2424531,14091.99801,16478.91973,9532.218585,12395.60776,9634.118894,14841.01843,12238.38975,14850.03897,12775.48831,19092.52196,13907.7222,17510.55344,12745.74173,20039.75349,11044.39725,10766.10166,12948.12164,13638.36462,17317.23441,10024.11609,,[M+2H]2+ 703.797
353.2663102,409.450794,23166.76359,14637.90397,26840.66341,29732.96023,16931.23404,17426.55801,24358.44828,37225.42294,26588.80162,19959.00155,25868.29759,22697.75892,17654.05894,16779.75125,25277.05813,31042.34134,20274.07894,27091.88859,16522.20468,23355.60849,,
353.2334548,442.3596161,109677.1201,97831.64621,147532.8066,58983.97484,65347.38635,49533.01793,125666.5885,91883.79624,91404.14556,160294.1914,97755.44865,101517.3114,77902.41033,90662.11127,103409.2966,79302.35171,87766.00762,118424.9565,63566.56731,77279.09061,,[M+H]+ 352.23
354.1955131,441.4474383,150587.9921,111602.2805,184756.7693,78749.48122,82630.13859,58125.04247,120019.5553,89125.52962,90396.2511,117040.7565,102962.9143,106848.2132,72791.12435,92600.59439,92699.99946,124550.471,116592.2363,134229.9178,87791.47329,87276.35677,[96][M]+,
354.2733841,408.5088975,5140.732198,3538.016296,5898.545866,6389.563254,3453.599791,3888.275897,4665.324432,7926.462599,5188.742657,4528.78597,4777.879933,5538.617707,3685.177998,3711.223197,5085.183793,6801.086043,4278.840614,5823.532801,3516.041189,4172.022981,,
355.059239,29.60257481,16550.60106,14176.0749,11507.64631,13169.75282,15786.39306,19296.27004,13762.89395,17514.68109,13363.83685,13975.03542,14829.43153,6946.124674,12455.89218,13229.79565,14056.68416,16277.29782,12913.47126,11936.29355,13885.69561,18650.54362,,
355.1923033,441.0372288,35705.00632,29484.05786,47385.26548,20957.64003,19516.44052,15489.46503,30913.31678,24294.13665,23071.0709,28705.4435,25796.85393,25784.25821,19738.21415,24116.26027,23104.7265,33026.20624,30847.03041,34335.28011,23917.13163,22850.48555,[96][M+1]+,
355.1564957,380.2820179,84997.61094,75011.14622,80594.1195,45671.79382,45801.86389,37251.00298,73940.83965,39060.97083,52129.65677,66533.34675,50561.43015,60788.01647,43250.10246,52150.77171,48840.92539,53702.24939,43925.1198,72757.71484,75026.01338,36721.24641,[97][M]+,
355.228248,494.2526191,52473.74602,43772.02314,55313.30754,46584.53413,62914.90922,47031.50872,62385.67675,65170.01838,59262.37833,72630.39634,62194.17789,58130.78565,60314.64652,69112.64707,71719.1274,58501.3451,77961.84441,69819.47628,70821.99202,72016.40416,[98][M]+,[M+K+HCOOH]+ 270.256
355.2636023,275.8505841,3652.882312,44788.99463,6383.576476,10004.30922,19615.42539,4418.117481,10105.32329,8993.040365,2929.817265,4439.130109,25363.55089,4853.883819,33704.65907,11604.36023,9010.565555,38946.11968,3762.87339,3535.574102,12393.09988,24161.22307,,
355.2615146,465.5306528,15576.96016,14037.69308,19556.13157,5359.825644,7877.094128,5804.336042,17344.68224,10896.54619,7880.048277,21687.73267,12541.10755,15099.0739,6876.689445,9668.592876,12169.38586,11350.32617,11250.0844,22992.57958,7189.139408,8067.352553,,[M+Na+K-H]+ 294.309
356.0522891,31.25638376,4501.345812,3272.999923,3192.674187,4478.615864,5083.941053,3540.781472,2449.150549,4502.52466,3955.921403,2452.576151,3967.552884,3195.503805,4001.898296,4010.509253,3757.105886,4241.031776,3737.506104,3420.989531,2523.090282,4163.380091,,
356.1885327,441.2973959,55908.57169,42856.40736,71763.56153,32521.86515,33302.4791,23393.37113,42669.74457,35895.59563,34693.63632,42754.24851,39453.355,39744.78078,29471.12503,34207.24519,34418.9701,47404.82796,43665.20186,52815.06326,34154.72234,33960.08303,[96][M+2]+,
356.1518872,380.7029992,22181.49311,20598.20413,22960.7843,13391.40502,13061.68735,9959.60981,20135.20603,10785.07646,14386.53866,20838.71263,14577.70457,16848.75147,11801.64955,13758.79785,13116.76504,14699.62073,12236.36021,19572.32555,24286.82399,10510.70696,[97][M+1]+,
356.278618,220.9510065,10137.34239,8526.22762,6290.335508,3951.009713,5539.587927,10487.40039,11329.59053,18337.89235,10594.43157,20195.66688,10597.80823,4967.80595,8549.599778,10275.81926,5398.75142,5407.115043,7729.324569,4999.982395,12208.02424,5083.288582,,
356.2308831,494.6526092,4545.204679,9523.09279,5383.569502,4040.855316,12034.44275,4109.429877,6135.773962,14516.80691,13009.59522,6849.788715,13206.66589,4971.683334,12727.76251,14873.62909,15312.95732,12320.40793,16329.68225,4765.492551,14614.91611,15500.43189,[98][M+1]+,
356.2360204,576.863048,87909.58085,40676.22211,53901.31775,25780.69397,56393.94923,59966.85731,44682.74679,57397.8194,40428.81946,57476.05568,39686.65472,42221.94181,40826.2858,64785.23008,47471.504,43276.92399,74203.7922,64242.5068,50319.71326,38490.20319,,[M+2K]2+ 634.559 [M+Na+K]2+ 650.533
356.279717,290.1302144,6976.290943,16751.67182,3823.709518,10503.65,11600.27569,5457.520522,3941.614517,8450.838617,5366.355063,6576.142834,10151.08469,6135.354729,14980.91119,8831.703182,4769.599894,19239.14829,6919.698743,3739.061618,8695.121844,8144.139779,,
357.1519511,640.5369682,36235.68298,34062.83084,83177.54476,23597.95894,7087.169832,26351.24278,28827.24788,25121.98183,30005.02926,30389.92626,24262.62616,20809.98252,20036.71621,6766.831976,24304.70195,17266.41917,15598.46862,6211.154328,24410.50265,19611.61016,[99][M]+,[M+K]+ 318.19
357.1991413,200.7740389,14584.24954,21268.52436,4640.234185,32060.61126,2321.442272,26013.38938,89011.4189,7368.255948,16821.92374,77879.69257,14116.10364,16332.53774,3834.4504,6121.155926,2720.700546,28848.18453,13506.53446,7755.149822,17222.53479,16008.45437,[100][M]+,
357.250004,602.4455408,178047.8121,119486.6811,154036.8169,115756.8759,214441.9333,226276.5634,140606.3927,251391.6947,185762.0092,267979.7882,143288.1372,191092.8119,163465.4265,229998.7713,211259.843,153154.9946,221638.6864,186327.5065,155832.629,143346.1142,[101][M]+,
357.278968,323.6053475,6349.365048,112634.5927,46734.52889,48047.7637,96747.86975,59845.67762,14528.09463,16846.07666,11845.9861,13143.34162,76997.33212,20584.55986,58995.94978,25603.0034,11895.6948,59103.26365,6167.731358,16018.15458,41359.72921,12872.14544,[102][M]+,
357.2972378,425.4170053,31715.67254,11809.22531,31290.10067,22121.90901,6727.969039,7190.230966,12017.50251,16993.81777,13119.62792,11763.27953,16731.63106,9258.351304,6888.720276,8970.109242,15100.44743,26476.98643,12919.75251,15003.39736,5262.307959,12043.48982,,
358.1747925,422.1480084,24529.76605,18063.1028,31029.00954,12205.00028,13372.0935,10618.27389,19343.22218,14987.10384,14048.05926,22790.22207,17598.72638,17348.38716,11905.23901,15529.95369,14261.66506,19078.21068,17522.14301,23451.52243,15132.92633,13976.50295,,[M+K]+ 319.212
358.1579436,639.3489966,12411.75658,10561.94668,20733.00376,7715.398887,7448.671275,7057.660816,9110.860387,9297.520224,9370.454785,11295.33959,8032.249746,5831.734198,7203.687024,5912.082737,7924.399956,6486.459955,8589.918611,7484.340782,6822.258439,7426.859447,[99][M+1]+,
358.1918464,200.7261751,4053.66427,4857.159957,1927.688938,7787.237032,1504.093328,6954.769447,20368.80793,2488.808935,4606.5306,17692.0449,4267.422479,5706.430075,1812.445666,2046.524355,1437.822551,6664.451672,3267.026895,2386.095356,4420.968292,3689.098302,[100][M+1]+,
358.2522665,602.871732,20885.58096,13724.35685,19363.54582,13632.28341,26000.68131,28660.71307,17227.84267,32959.78352,23402.7093,32697.00726,17368.29734,23116.77324,19470.90266,28231.21966,24178.40929,18442.01807,29424.57523,25156.0651,19742.80868,17750.69849,[101][M+1]+,
358.2910477,231.6164748,10857.37557,11382.4595,13297.17848,5057.892038,4596.614054,14176.54581,12569.34062,29942.22204,16496.54528,49990.2249,15364.61088,7362.807684,13523.5723,11356.53241,7653.442959,5620.303621,6490.184529,5003.781649,13462.95675,7702.729643,,
358.2821231,323.1443008,2271.004313,31077.63428,12859.15302,12642.53009,25224.32924,14650.71172,4146.546202,4920.194024,3481.623006,3857.621485,21296.6119,5416.027988,15258.24226,7091.048713,3305.231091,15399.43526,2443.928617,4567.987038,10885.09135,4045.196604,[102][M+1]+,
358.9568426,35.59534663,2969.854862,3295.711419,2412.691392,3025.564067,2623.188444,3185.929042,2559.34358,3202.698746,2496.789994,3379.550078,2773.363927,2910.774926,2821.770673,3402.806328,2693.474689,2417.496411,2986.789646,2798.349946,3752.951851,3012.535443,,[M+Na]+ 335.97
359.1845929,421.7428718,43076.86139,28142.27872,42122.93946,22361.18572,26177.97841,19745.21788,30020.03477,27250.20959,28659.97495,36823.86013,29539.28198,29831.43768,25858.16489,26498.55934,25893.67934,24603.72108,24771.54751,32273.68051,21449.25168,25208.6532,,[2M+K]+ 160.118
359.1674253,654.0508888,113149.3776,83248.33291,77756.05184,68794.39499,37184.98579,56141.54128,68155.45559,32425.28255,56952.97515,56559.8508,59207.87298,59333.52098,52046.79335,47995.61945,55304.07828,51868.32326,40271.93546,74674.22107,69043.578,66119.9075,,
359.301102,470.5367316,13235.86568,9035.211081,17529.07822,9245.995373,11348.06643,11152.78277,14682.15738,13854.42569,11489.79681,17368.38637,13046.16582,11950.58242,10917.66571,12171.05035,13535.32483,11976.67629,14015.51701,16230.51935,12182.61435,13141.83504,,
359.7540548,602.5373452,2806.378855,1778.820022,2187.089278,1804.502886,3320.860759,2856.389701,2143.194016,3117.036349,2426.721566,2931.736617,2373.925403,2991.267535,2511.324014,2978.297056,2587.001146,2056.173069,2753.520479,2668.688486,2048.632231,1975.60975,,
360.1747051,656.0652399,30269.61385,22200.68422,20128.49499,18890.79939,18367.91989,17346.38304,20070.4249,17597.08816,16094.39921,16055.79004,16562.84408,18062.08065,15881.33469,14110.65851,17018.06828,14727.35416,20466.46926,21555.73316,18804.07642,17774.83409,,
360.3239996,516.310589,235660.6652,29857.75919,52205.72617,96555.25134,124251.2717,40525.3798,79760.53919,23601.85722,129705.3509,33098.57091,69542.47011,59198.03887,134784.3201,10253.28092,60343.48939,53237.11345,22810.20243,31016.35842,46051.73874,104466.665,,[M+Na]+ 337.333
360.1838875,444.3812554,26358.48274,18274.38422,26680.32598,11004.39126,12121.23254,5905.19448,18173.09625,13172.234,12048.64836,23983.36111,15326.28645,13463.61086,12022.403,13535.51876,13286.79695,17009.19326,14260.08819,33105.10398,12882.89809,14736.04789,,
360.3646029,281.0462962,4423.776157,4244.23419,6669.815653,4937.275456,4884.570669,5837.260039,4401.86468,6046.023996,4004.140626,4437.098028,5316.529352,4303.297791,4661.102511,4594.341163,4244.964217,4654.750951,8966.676897,5868.030894,4690.159392,4208.890106,,
360.9751338,33.85050046,3897.902354,4011.555501,5547.549748,3506.543967,3392.962419,3949.797944,4563.612076,4625.609234,3284.815862,4088.829801,3734.405762,3799.669532,3509.585734,3747.725744,4179.108423,3639.557007,3721.478077,3947.664293,4198.872393,4189.402917,,[2M+Na]+ 168.988 [2M+Na]+ 168.988
361.1800972,662.017793,75039.4951,45148.74827,31018.50589,48819.33317,50260.97899,45714.66995,47731.23997,41567.71622,31234.09287,36443.80753,41091.56239,49497.15062,35336.93107,35998.08732,45610.01223,39668.34709,69225.6659,39505.37063,44515.42826,48101.30714,,[M+K]+ 322.219
361.1864788,446.1118273,19714.61945,21103.23563,23650.49181,13459.00493,15650.18622,12266.37626,23239.50036,18718.83417,16152.36547,27648.56737,18303.48475,17385.71757,10215.85112,17905.53626,18476.6512,17394.74007,25633.19066,31590.93482,19479.50857,20574.5837,,[M+K]+ 322.217
361.2653092,352.419377,13456.83057,15804.53422,14122.14902,19097.11697,17257.42083,18139.94042,18770.43922,19801.30431,15343.74335,14890.9624,32336.40306,21415.51156,11963.26743,14426.85111,11555.4799,22101.28164,17450.48972,16695.57193,15303.64494,12850.40701,,
361.309298,515.1859052,63030.47855,13165.32878,22556.54724,25216.07467,32355.32746,19499.74475,21634.33536,19524.47788,34182.64252,22679.63924,21400.89645,26344.48467,35652.41491,11921.22451,18703.95788,19041.25139,16787.41115,15660.70944,19302.46763,33003.56896,,[M+H]+ 360.302
361.2644433,612.1665795,6621.271534,4551.729814,5329.783952,4650.701226,6194.817002,6735.079048,4525.373253,6218.922491,4784.332474,9192.301441,4072.447057,5191.260466,4779.587471,7683.666672,4928.308743,5168.810995,4110.140976,6259.894968,5822.229455,5504.183224,,
362.2684955,613.6922801,12199.69429,9187.020455,7113.865388,7803.513248,10548.60275,11461.91232,7053.078328,11839.88086,9730.55986,14083.93235,10224.09476,11935.12285,9253.414729,10920.37207,11051.21699,11269.93719,13390.95044,11795.64942,8650.957372,11267.52973,,[M+H+Na]2+ 700.549
362.2325742,459.3292498,26039.18179,20890.32628,26417.3169,11397.18317,13399.08101,10377.66761,20973.46803,19667.00231,17230.17472,27150.67253,20729.59948,19257.86015,15148.83611,17913.66872,21065.52535,15287.29711,17296.42223,22577.972,11361.38164,16391.20672,,[M+Na]+ 339.242
362.2338293,300.1873633,13950.55266,16912.6341,6683.382751,32588.413,20251.97024,8283.129781,6489.162439,28571.38936,14717.5661,22515.36881,7169.574881,14989.3466,5777.062756,11878.15648,10053.25882,22578.07259,17264.728,7794.001993,13192.17873,3248.402254,,
362.9264266,30.018554,281041.2759,290354.7782,281779.9848,274566.527,275080.6439,259582.3444,272036.3833,266211.5841,266530.1998,267947.7199,262819.4826,260043.5219,260005.4925,259384.6343,263694.7688,281539.5675,266433.2147,278405.5699,257021.0583,259225.224,[103][M]+,[M+Na]+ 339.935
363.2155646,182.3302419,18806.91584,31308.54175,37578.1909,17123.94782,20328.03033,20455.73114,33914.37825,26813.35705,23196.91315,54271.88092,21908.95782,8813.174642,33992.12438,28524.68045,28094.6939,18447.98862,19895.71816,26448.66547,20456.96475,23654.65899,[104][M]+,[M+H]+ 362.208
363.2136305,475.9164037,19149.35167,14540.51865,23948.03648,6949.495073,8657.505946,6052.797928,11155.00381,10946.25298,10320.06044,16864.92314,10786.65368,8435.196409,6900.789367,9953.572713,11711.57359,10352.19527,10430.35755,16458.88327,6858.566662,10948.0959,,[M+K]+ 324.245
363.2442875,617.8966536,18871.06498,7042.51169,8656.803403,6388.453572,12817.585,12896.3338,7000.595046,11672.6088,16467.594,16306.76952,7152.407103,7426.094977,8037.528568,8074.198298,7820.482135,9098.459683,13506.92475,9134.327054,7965.720406,7493.953656,,
363.7928217,1087.674116,17391.82793,12660.68961,9585.683568,10012.98033,8190.254354,7850.953518,7054.254903,6022.969183,6456.162912,6639.902149,5004.827852,5016.438662,5131.997913,4874.420503,4787.923394,6115.532476,8873.235839,7693.573583,6736.638684,5469.156709,,[M+H-C2H4]+ 390.817 [M+H-CO2]+ 406.786
363.9314516,30.38627312,18258.80732,19220.00662,19444.19074,19243.34088,18816.29381,17563.48748,18322.92756,17479.25024,17178.84384,18101.41087,16983.86435,16984.21871,17030.37594,16689.91341,17576.76438,18577.27861,17466.44135,19264.72891,17531.09634,17362.98117,[103][M+1]+,
364.2088124,459.6629838,12129.40298,8055.205191,14711.14786,5648.954364,5685.434261,4060.70986,8241.48277,6129.554878,6536.74064,8827.246924,8445.117168,6612.185756,5356.268752,6696.898477,6728.157755,9402.103127,8841.908123,9601.862287,5145.279202,6521.574556,,
364.2576325,618.7183948,49590.15018,32582.32229,35487.68528,30975.36639,69263.46251,78202.22646,36526.53255,65762.41339,63422.43929,84980.31853,43430.38075,54960.60596,52512.23065,61572.50687,66202.79852,50054.1333,62865.32486,49787.31205,41773.80317,39101.72008,,[M+H+K]2+ 688.551
364.2425321,502.0681576,31930.24524,29645.5549,37788.82283,19280.28579,21522.73275,18664.54859,27700.21172,26722.71939,26781.46955,41184.14366,31383.27207,26645.86154,21750.64282,25814.36595,30212.77663,22813.69914,25000.52938,31918.95947,24143.41868,20707.57491,,
364.2126206,182.2772337,4948.944745,8583.027643,9645.003304,4430.197634,5363.094615,5349.29239,8471.246939,6597.597055,6141.686074,13722.75342,5627.708849,2518.112105,12755.66283,6938.754865,7139.532527,4761.122633,5712.868448,5952.95643,4648.132513,6053.033593,[104][M+1]+,
364.9253317,31.71898148,9910.945029,12097.12983,11100.11609,10641.01028,10440.34795,10967.43121,9902.525834,10063.47571,9354.454611,10410.40355,10609.30623,10683.38889,9841.649139,11261.94738,9824.013325,10236.50614,9233.660412,9684.456028,10228.05133,10236.99257,[103][M+2]+,
365.2456079,465.8248522,272046.9997,211840.4505,299774.4212,259878.7649,301492.8123,226520.1273,348297.85,374673.767,367726.4504,466142.3773,340005.4926,217765.142,411076.1178,373488.341,460466.7764,367665.5039,439108.7234,438668.6066,501085.9261,572407.7941,,
365.2596403,499.5800322,34535.5107,25298.33739,38702.86768,11325.23334,12550.92697,8778.693435,12855.46689,13360.74752,12704.90935,13920.02175,11569.42906,11845.6186,12585.72593,12718.2164,11967.4391,12850.17233,13967.76459,13163.20609,15682.78452,12601.62757,,
365.2629314,619.0520886,25350.42008,6064.893307,6788.216081,5575.197139,10758.45503,11288.25968,6272.549611,10799.2092,9832.47424,11141.61146,6858.972712,9488.470092,7085.595767,9312.479992,9879.172519,8022.905239,10069.42117,8249.293582,6301.299314,5956.333775,,[M+2K]2+ 652.602 [M+Na+K]2+ 668.576
366.1858752,420.4652412,88625.31611,82226.73424,72292.97657,38646.74336,41824.50594,26794.776,63200.60713,46952.33819,47043.976,64553.87901,55392.02148,53986.05553,32373.8504,47576.28421,44559.56051,54237.79198,43898.38112,65129.18311,27715.4289,40205.03222,,[M+Na]+ 343.198
366.2451089,465.510304,87758.27241,66428.08048,95224.13088,73748.41617,86204.88198,68297.57613,100893.3584,106508.78,108267.4328,129115.1453,97511.86393,65145.41307,116983.9791,104535.5487,128799.5329,102664.6427,125549.3022,123990.3594,138632.5191,155209.2819,,
366.2918535,250.189289,8854.67619,5675.704333,20608.50561,6397.272246,6470.187777,7057.913877,5999.806066,5607.261861,6104.303821,5895.037934,5666.265161,6515.660224,5472.33874,6138.966227,5763.075488,7030.862738,7501.923058,6264.663376,7252.621699,6603.789773,,
366.6629836,370.1595523,9120.622733,8923.34812,10313.20389,9451.631096,9447.476757,6927.444541,8377.865581,9368.036281,8474.016717,8994.891581,8899.536212,7187.689253,5076.595336,8333.797062,6113.411362,9419.263578,7812.142296,6462.313752,9020.405685,7328.808218,,[M+H]+ 365.652
366.8978227,34.59575009,4479.764069,5037.299107,4459.221572,4318.919624,3934.927475,4208.230406,4605.890226,5160.843006,3683.277473,4514.583204,4705.257296,4314.490296,4973.413432,5556.533873,3925.986479,4551.490228,3974.972279,3954.985654,4722.312698,4172.206347,,[M+Na+K-H]+ 305.948
